Sample,Population code,Population,Superpopulation code,Superpopulation,Source,Latitude,Longitude,Region,Sample Alias,Country,Town,Single_Ancestry,0,1,2,3,4,5,6,7,8,assignment
Q-001609-9,,,,,,,,,,,,,0.188621,0.049415,1e-05,0.161047,0.21027,0.30958,0.078867,1e-05,0.00218,5
Q-001708-9,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.1e-05,0.999919,1e-05,7
Q-001717-0,,,,,,,,,,,,,0.055817,0.084036,1e-05,0.112055,0.231026,0.46487,0.051695,0.000481,1e-05,5
Q-001753-4,,,,,,,,,,,,,0.426835,0.025917,0.000715,0.163418,0.180536,0.044072,0.150527,1e-05,0.00797,0
Q-001906-9,,,,,,,,,,,,,0.090502,0.101158,0.001271,0.190215,0.162621,0.350614,0.049712,1e-05,0.053898,5
Q-001951-4,,,,,,,,,,,,,0.22873,0.225809,1e-05,0.162721,0.057206,0.217305,0.097565,0.001559,0.009094,0
Q-002329-2,,,,,,,,,,,,,0.118766,0.13572,1e-05,0.435097,0.026847,0.167388,0.105172,0.002528,0.008472,3
Q-002374-7,,,,,,,,,,,,,0.158958,0.325826,1e-05,0.247028,0.101034,0.081489,0.085637,1e-05,1e-05,1
Q-002482-8,,,,,,,,,,,,,0.174515,0.070981,0.001676,0.339571,0.238,0.092444,0.075159,0.002772,0.004882,3
Q-002554-5,,,,,,,,,,,,,0.247332,1e-05,0.000299,1e-05,0.129928,0.537273,0.064952,1e-05,0.020186,5
Q-002572-7,,,,,,,,,,,,,0.147201,0.204219,0.00154,0.177207,0.15093,0.260872,0.058012,1e-05,1e-05,5
Q-003139-4,,,,,,,,,,,,,0.129643,0.026157,0.001058,0.205065,0.237852,0.331315,0.06448,1e-05,0.004421,5
Q-003193-0,,,,,,,,,,,,,0.272759,1e-05,1e-05,0.108332,0.104858,0.413459,0.087289,1e-05,0.013273,5
Q-003607-1,,,,,,,,,,,,,0.310315,0.021109,1e-05,0.134473,0.112225,0.323436,0.098412,1e-05,1e-05,5
Q-003706-1,,,,,,,,,,,,,0.244512,1.2e-05,1e-05,0.134662,0.035954,0.467114,0.069268,1e-05,0.048459,5
Q-003760-7,,,,,,,,,,,,,0.053168,0.00075,0.0022,0.030222,0.039753,0.864639,1e-05,1e-05,0.00925,5
Q-003805-1,,,,,,,,,,,,,0.292028,0.175148,1e-05,0.130769,0.108842,0.200483,0.090607,1e-05,0.002102,0
Q-003823-3,,,,,,,,,,,,,0.406567,0.001825,0.000818,0.102794,0.088427,0.290794,0.108754,1e-05,1e-05,0
Q-003904-1,,,,,,,,,,,,,0.474143,0.026916,0.002183,0.094811,0.103554,0.164207,0.132735,0.001441,1e-05,0
Q-003931-4,,,,,,,,,,,,,0.406327,0.039075,0.003835,0.124691,0.136406,0.18122,0.098287,1e-05,0.010149,0
Q-003940-5,,,,,,,,,,,,,0.110625,1e-05,0.001787,1e-05,0.031717,0.78068,0.010914,1e-05,0.064247,5
Q-004291-1,,,,,,,,,,,,,0.340228,0.049903,0.000321,0.09712,0.150089,0.269961,0.086873,0.005495,1e-05,0
Q-004471-9,,,,,,,,,,,,,0.377845,0.016176,0.002019,0.179439,0.191814,0.122235,0.110452,1e-05,1e-05,0
Q-004534-5,,,,,,,,,,,,,0.329602,0.049182,0.001111,0.192566,0.143515,0.18244,0.096402,0.001167,0.004015,0
Q-004606-2,,,,,,,,,,,,,0.007839,0.008666,0.000863,0.037028,0.010526,0.884772,1e-05,0.005875,0.04442,5
Q-004642-6,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,7
Q-004651-7,,,,,,,,,,,,,0.246107,0.021544,1e-05,0.173445,0.113414,0.350857,0.080799,0.001477,0.012348,5
Q-004813-3,,,,,,,,,,,,,0.283322,0.181794,1e-05,0.257763,0.100042,0.080964,0.096085,1e-05,1e-05,0
Q-005380-1,,,,,,,,,,,,,0.357982,1e-05,1e-05,0.197427,0.117958,0.205025,0.121567,1e-05,1e-05,0
Q-005452-8,,,,,,,,,,,,,0.468959,0.044962,1e-05,0.142982,0.139671,0.061719,0.139128,1e-05,0.002557,0
Q-006019-5,,,,,,,,,,,,,0.378567,0.020105,0.000679,0.146284,0.105555,0.246945,0.101845,1e-05,1e-05,0
Q-006118-5,,,,,,,,,,,,,0.023033,0.319487,0.00031,0.110094,0.112307,0.404139,0.02975,0.00087,1e-05,5
Q-006325-6,,,,,,,,,,,,,0.053506,0.05001,1e-05,0.310905,0.133087,0.427078,0.024136,0.001258,1e-05,5
Q-006433-7,,,,,,,,,,,,,0.029956,0.03662,0.01475,1e-05,0.794569,1e-05,0.038331,0.007815,0.077939,4
Q-007144-9,,,,,,,,,,,,,0.153598,1e-05,1e-05,1e-05,0.035986,0.770135,0.040231,1e-05,1e-05,5
Q-007252-0,,,,,,,,,,,,,0.445098,1e-05,0.002274,0.250732,0.080441,0.08529,0.131458,0.004686,1e-05,0
Q-007351-0,,,,,,,,,,,,,0.109465,1e-05,1e-05,0.04096,0.257858,0.560161,0.025293,0.006233,1e-05,5
Q-008044-0,,,,,,,,,,,,,0.139301,0.013317,1e-05,0.045882,0.144575,0.597038,0.057082,0.002783,1e-05,5
Q-008152-1,,,,,,,,,,,,,0.435922,1e-05,1e-05,0.037227,0.100085,0.299864,0.096348,0.000933,0.029601,0
Q-008206-6,,,,,,,,,,,,,0.035849,0.14461,1e-05,0.152319,0.202355,0.361741,0.039051,1e-05,0.064054,5
Q-008323-8,,,,,,,,,,,,,0.341526,0.07479,1e-05,0.215186,0.174173,0.107672,0.086624,1e-05,1e-05,0
Q-008341-0,,,,,,,,,,,,,0.034897,0.130813,1e-05,0.108554,0.520395,1e-05,0.048333,0.014048,0.14294,4
Q-008530-9,,,,,,,,,,,,,0.168002,0.103757,2.9e-05,0.325703,0.121518,0.181984,0.098988,1e-05,1e-05,3
Q-008611-7,,,,,,,,,,,,,0.237064,0.057444,1e-05,0.095308,0.22532,0.32414,0.060358,0.000345,1e-05,5
Q-009241-1,,,,,,,,,,,,,0.269086,0.062386,1e-05,0.253421,0.062488,0.245359,0.107149,9.2e-05,1e-05,0
Q-009511-8,,,,,,,,,,,,,0.320117,0.025565,0.006958,0.119373,0.093588,0.347364,0.07955,1e-05,0.007475,5
Q-010249-2,,,,,,,,,,,,,0.273332,0.020598,1e-05,0.008582,0.002825,0.558541,0.048025,1e-05,0.088077,5
Q-010276-5,,,,,,,,,,,,,0.311133,1e-05,1e-05,0.236225,0.164416,0.181016,0.104655,0.001702,0.000832,0
Q-010519-9,,,,,,,,,,,,,0.379667,0.061765,1e-05,0.157088,0.125584,0.161679,0.099056,1e-05,0.015141,0
Q-010609-8,,,,,,,,,,,,,0.431506,1e-05,1e-05,0.119181,0.111492,0.20799,0.129791,1e-05,1e-05,0
Q-010843-2,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,1.3e-05,1e-05,1e-05,0.999917,1e-05,7
Q-010951-3,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,7
Q-011275-6,,,,,,,,,,,,,0.192524,0.03366,1e-05,0.145351,0.059679,0.500414,0.048981,0.003063,0.016319,5
Q-011545-3,,,,,,,,,,,,,0.010268,0.654516,0.002449,1e-05,0.072285,0.1645,0.053128,0.010357,0.032488,1
Q-011563-5,,,,,,,,,,,,,0.039499,0.181527,1e-05,0.587794,0.001165,1e-05,0.145983,0.042935,0.001076,3
Q-011590-8,,,,,,,,,,,,,0.005699,0.419698,1e-05,1e-05,0.116231,0.335042,0.027909,0.007399,0.088002,1
Q-011815-0,,,,,,,,,,,,,0.04347,0.027929,0.001384,0.186912,0.132107,0.568011,0.016655,1e-05,0.023521,5
Q-011950-4,,,,,,,,,,,,,0.337943,0.010716,1e-05,0.131391,0.054572,0.338237,0.087588,0.001634,0.037909,5
Q-012076-7,,,,,,,,,,,,,0.080403,0.143496,0.00556,0.48962,1e-05,1e-05,0.073468,0.03083,0.176603,3
Q-012175-7,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.001327,0.998603,8
Q-012229-2,,,,,,,,,,,,,0.29333,0.07445,0.000401,0.096364,0.076489,0.362103,0.096135,0.000718,1e-05,5
Q-012247-4,,,,,,,,,,,,,0.073376,0.555808,1e-05,1e-05,0.232911,0.074977,0.061907,0.00099,1e-05,1
Q-012454-5,,,,,,,,,,,,,0.431623,0.01828,1e-05,0.129972,0.094649,0.211135,0.114311,1e-05,1e-05,0
Q-012526-2,,,,,,,,,,,,,0.260659,0.021627,1e-05,0.175454,0.154262,0.32304,0.0647,0.000238,1e-05,5
Q-012742-4,,,,,,,,,,,,,0.285744,0.063281,0.001418,0.178763,0.245338,0.138315,0.084734,0.002397,1e-05,0
Q-012823-2,,,,,,,,,,,,,0.359695,0.050254,1e-05,0.186084,0.067602,0.250921,0.085413,1e-05,1e-05,0
Q-013174-8,,,,,,,,,,,,,1e-05,0.075256,0.000729,0.415164,1e-05,0.403673,0.069356,0.012953,0.022848,3
Q-013291-0,,,,,,,,,,,,,0.246478,0.056766,1e-05,0.248209,0.006179,0.279252,0.113818,0.002129,0.047158,5
Q-013354-6,,,,,,,,,,,,,1e-05,0.03717,1e-05,0.404081,1e-05,0.467303,0.070278,0.00143,0.019708,5
Q-013363-7,,,,,,,,,,,,,0.279014,0.027295,1e-05,0.084907,0.085385,0.404636,0.073081,1e-05,0.045662,5
Q-013381-9,,,,,,,,,,,,,0.125528,0.107667,1e-05,0.31293,0.118179,0.262282,0.073384,1e-05,1e-05,3
Q-013417-2,,,,,,,,,,,,,0.153665,0.06584,1e-05,0.08252,0.14182,0.504695,0.05143,1e-05,1e-05,5
Q-013534-4,,,,,,,,,,,,,0.270025,0.079821,0.002769,0.263542,0.268968,1e-05,0.114779,1e-05,7.6e-05,0
Q-013615-2,,,,,,,,,,,,,0.279288,0.007204,1e-05,0.238787,0.286174,0.09423,0.094287,1e-05,1e-05,4
Q-013750-6,,,,,,,,,,,,,0.253484,0.322838,1.6e-05,0.206956,0.071833,1e-05,0.134136,0.004626,0.006101,1
Q-013804-1,,,,,,,,,,,,,0.372038,0.008576,0.000581,0.126967,0.023851,0.324334,0.109971,0.001205,0.032477,0
Q-013831-4,,,,,,,,,,,,,0.156951,0.168753,1.4e-05,0.140471,0.015129,0.375704,0.066307,1e-05,0.076661,5
Q-014029-4,,,,,,,,,,,,,0.063056,0.069302,1e-05,0.24284,0.052497,0.46038,0.071556,0.009541,0.030818,5
Q-014074-9,,,,,,,,,,,,,0.102187,0.413371,0.001559,0.132433,0.175922,0.089609,0.077726,0.007183,1e-05,1
Q-014137-5,,,,,,,,,,,,,0.472894,0.0445,0.001265,0.125996,0.1133,0.118663,0.118526,0.001207,0.003649,0
Q-014218-3,,,,,,,,,,,,,0.209044,1e-05,1e-05,0.084715,0.128366,0.520313,0.057522,1e-05,1e-05,5
Q-014317-3,,,,,,,,,,,,,0.097315,0.046462,0.008146,0.050042,0.494039,0.218587,0.048046,0.005668,0.031694,4
Q-014371-9,,,,,,,,,,,,,0.23974,0.068377,1e-05,0.248825,0.271927,0.065948,0.103474,0.00169,1e-05,4
Q-014542-6,,,,,,,,,,,,,0.166973,0.013949,1e-05,0.241524,0.080081,0.41895,0.064016,0.001525,0.01297,5
Q-015127-5,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,8
Q-015208-3,,,,,,,,,,,,,1e-05,0.102596,1e-05,0.165607,0.015304,0.676713,0.039739,1e-05,1e-05,5
Q-015235-6,,,,,,,,,,,,,1e-05,0.160798,1e-05,0.194329,1e-05,0.619194,0.025628,1e-05,1e-05,5
Q-015271-0,,,,,,,,,,,,,0.027646,0.124219,1e-05,0.665029,0.005219,1e-05,0.152464,0.025393,1e-05,3
Q-015343-7,,,,,,,,,,,,,0.035397,0.009892,1e-05,0.603845,0.003577,0.205488,0.08998,1e-05,0.0518,3
Q-015703-3,,,,,,,,,,,,,0.04829,0.011822,0.025814,0.025648,0.705878,0.085973,0.049726,0.004798,0.042052,4
Q-015802-3,,,,,,,,,,,,,0.195115,0.053652,1e-05,0.203941,0.305754,0.156781,0.057152,0.001244,0.026351,4
Q-016135-7,,,,,,,,,,,,,0.272,1e-05,0.001806,0.119422,0.075311,0.458724,0.072707,1e-05,1e-05,5
Q-016207-4,,,,,,,,,,,,,0.098185,0.781144,1e-05,1e-05,0.031854,1e-05,0.086794,1e-05,0.001982,1
Q-016234-7,,,,,,,,,,,,,1e-05,0.045364,0.008242,1e-05,0.792597,0.037566,0.022292,0.001724,0.092196,4
Q-016351-9,,,,,,,,,,,,,0.149374,0.027329,1e-05,1e-05,0.084636,0.691468,0.047154,1e-05,1e-05,5
Q-016432-7,,,,,,,,,,,,,0.508399,0.001872,1e-05,0.241029,0.077023,1e-05,0.158767,1e-05,0.012881,0
Q-016522-6,,,,,,,,,,,,,0.416906,0.047785,1e-05,0.323924,0.070388,1e-05,0.140956,1e-05,1e-05,0
Q-017116-6,,,,,,,,,,,,,0.297921,0.077631,1e-05,0.218337,0.254389,0.034702,0.11699,1e-05,1e-05,0
Q-017242-9,,,,,,,,,,,,,0.31905,0.065232,0.00109,0.07511,0.09516,0.358136,0.074594,1e-05,0.01162,5
Q-017611-6,,,,,,,,,,,,,0.321051,0.040509,1e-05,0.073776,0.081613,0.409547,0.073474,1e-05,1e-05,5
Q-018421-8,,,,,,,,,,,,,0.224075,0.057856,0.000894,0.194044,0.13237,0.279378,0.10125,1e-05,0.010122,5
Q-019024-9,,,,,,,,,,,,,0.418235,1e-05,0.001458,0.193846,0.141035,0.123162,0.11884,0.003406,1e-05,0
Q-020266-4,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.663672,0.336258,1e-05,6
Q-020581-6,,,,,,,,,,,,,0.250811,0.019769,0.004961,0.286724,0.163213,0.174685,0.099819,1e-05,1e-05,3
Q-020752-3,,,,,,,,,,,,,0.154884,0.127495,0.000221,0.480076,0.102605,1e-05,0.125183,0.009516,1e-05,3
Q-020833-1,,,,,,,,,,,,,0.484103,0.003782,1e-05,0.068478,0.047576,0.271772,0.124259,1e-05,1e-05,0
Q-020851-3,,,,,,,,,,,,,0.37417,0.020487,0.00215,0.163615,0.291311,0.020219,0.118838,0.006493,0.002717,0
Q-020914-9,,,,,,,,,,,,,0.156859,0.001846,0.606917,0.033362,0.024892,0.11674,0.022598,1e-05,0.036775,2
Q-021085-7,,,,,,,,,,,,,0.597875,0.022831,1e-05,1.8e-05,0.067276,0.19227,0.1038,1e-05,0.015909,0
Q-021328-1,,,,,,,,,,,,,1e-05,1e-05,0.011749,1e-05,0.013602,1e-05,0.005703,0.968895,1e-05,7
Q-021364-5,,,,,,,,,,,,,1e-05,1e-05,0.954281,1e-05,0.011438,0.024264,0.009967,1e-05,1e-05,2
Q-021571-6,,,,,,,,,,,,,0.035683,1e-05,0.007796,1e-05,0.471462,0.394275,0.018209,0.004909,0.067646,4
Q-022138-3,,,,,,,,,,,,,1e-05,1.1e-05,1e-05,1e-05,1.7e-05,1e-05,1e-05,0.999911,1e-05,7
Q-022174-7,,,,,,,,,,,,,0.38867,0.048444,0.01326,0.050526,0.103694,0.224069,0.146473,0.020237,0.004627,0
Q-022228-2,,,,,,,,,,,,,0.195435,0.116549,0.000384,0.32716,0.070514,0.218114,0.071824,1e-05,1e-05,3
Q-022336-3,,,,,,,,,,,,,0.228056,0.030955,1e-05,0.140525,0.093892,0.327697,0.092957,1e-05,0.085897,5
Q-022390-9,,,,,,,,,,,,,0.464165,1e-05,0.005778,0.221213,0.095298,0.067235,0.146281,1e-05,1e-05,0
Q-022408-0,,,,,,,,,,,,,0.049784,0.298468,0.001992,1e-05,0.408292,0.131877,0.022518,0.008203,0.078856,4
Q-022462-6,,,,,,,,,,,,,0.046747,0.159273,0.00062,0.052352,0.109627,0.611865,0.015981,0.003523,1e-05,5
Q-022921-2,,,,,,,,,,,,,0.19541,0.06468,1e-05,0.579261,1e-05,1e-05,0.153923,0.006687,1e-05,3
Q-023083-9,,,,,,,,,,,,,0.219654,0.047452,1e-05,0.119942,0.143932,0.386328,0.059726,0.000848,0.022108,5
Q-023155-6,,,,,,,,,,,,,0.376329,0.048959,0.001322,0.110279,0.070308,0.300808,0.091975,1e-05,1e-05,0
Q-023731-4,,,,,,,,,,,,,0.348385,0.039363,3.6e-05,0.072562,0.178243,0.265488,0.061816,1e-05,0.034097,0
Q-024064-8,,,,,,,,,,,,,0.118897,0.280466,1e-05,0.231077,0.076168,0.210108,0.06143,0.003099,0.018746,1
Q-024217-3,,,,,,,,,,,,,0.16672,0.074002,0.022144,0.088744,0.228976,0.332622,0.086687,9.4e-05,1e-05,5
Q-024604-2,,,,,,,,,,,,,0.100187,0.357491,1e-05,0.161632,0.096597,0.204387,0.079676,1e-05,1e-05,1
Q-024802-2,,,,,,,,,,,,,0.124709,0.08529,0.001163,0.191669,0.137826,0.322222,0.065227,1e-05,0.071883,5
Q-024811-3,,,,,,,,,,,,,0.223679,1e-05,0.006196,0.163731,0.133716,0.111815,0.097241,0.263603,1e-05,7
Q-025009-3,,,,,,,,,,,,,0.131863,0.042636,1e-05,0.500791,0.030363,0.195271,0.099046,1e-05,1e-05,3
Q-025018-4,,,,,,,,,,,,,0.254172,0.114754,0.000378,0.118205,0.080241,0.300999,0.056775,0.003825,0.070651,5
Q-025072-0,,,,,,,,,,,,,1e-05,1e-05,0.908076,1e-05,0.012901,0.035912,0.019708,0.009296,0.014077,2
Q-025153-8,,,,,,,,,,,,,0.278113,1e-05,1e-05,1e-05,0.062706,0.577312,0.081819,1e-05,1e-05,5
Q-025207-3,,,,,,,,,,,,,0.371093,0.074977,0.001617,0.010649,0.083716,0.35363,0.101441,1e-05,0.002867,0
Q-025450-8,,,,,,,,,,,,,0.123175,0.07975,1e-05,0.244804,0.204585,0.282926,0.06275,0.00199,1e-05,5
Q-025612-4,,,,,,,,,,,,,0.280986,0.111095,0.000286,0.179361,0.224605,0.120546,0.083101,1e-05,1e-05,0
Q-025810-4,,,,,,,,,,,,,0.283225,0.013428,0.000157,0.103788,0.034802,0.480958,0.083623,1e-05,1e-05,5
Q-026125-6,,,,,,,,,,,,,0.298582,1e-05,0.001407,0.017671,0.052854,0.552812,0.076644,1e-05,1e-05,5
Q-026206-4,,,,,,,,,,,,,0.326634,0.122521,0.000795,0.149968,0.159283,0.117742,0.112082,0.00065,0.010325,0
Q-026341-8,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.4e-05,0.999916,1e-05,7
Q-026602-4,,,,,,,,,,,,,1e-05,0.036374,0.000537,0.051634,1e-05,0.778723,0.009745,0.000585,0.122381,5
Q-027061-1,,,,,,,,,,,,,0.309983,0.021973,1e-05,0.049902,0.043661,0.443588,0.075563,1e-05,0.055311,5
Q-027124-7,,,,,,,,,,,,,0.280495,0.041699,0.006133,1e-05,0.060658,0.520124,0.087397,0.003474,1e-05,5
Q-027151-0,,,,,,,,,,,,,0.219591,0.106473,1e-05,0.12574,0.112252,0.386855,0.049059,1e-05,1e-05,5
Q-027502-5,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,7
Q-027520-7,,,,,,,,,,,,,0.288087,0.013502,0.025303,0.239593,0.116794,0.207043,0.098032,0.005908,0.005738,0
Q-028141-0,,,,,,,,,,,,,0.241704,0.037456,0.000509,0.147464,0.16713,0.306303,0.083037,0.00065,0.015747,5
Q-028303-6,,,,,,,,,,,,,0.377217,1e-05,1e-05,0.132494,0.044583,0.330669,0.096714,0.004577,0.013726,0
Q-029230-0,,,,,,,,,,,,,0.153267,0.002376,1e-05,0.29804,0.087526,0.329844,0.091678,0.00196,0.035298,5
Q-030076-5,,,,,,,,,,,,,0.389855,0.048224,1e-05,0.147816,0.088249,0.221277,0.104549,1e-05,1e-05,0
Q-030166-4,,,,,,,,,,,,,0.181539,0.018563,0.00029,0.121065,0.094975,0.513224,0.070325,1e-05,1e-05,5
Q-030229-0,,,,,,,,,,,,,0.095228,0.031592,1e-05,0.021077,0.060808,0.762451,0.028814,1e-05,1e-05,5
Q-030247-2,,,,,,,,,,,,,0.24614,0.042294,0.006354,0.093199,0.388908,0.022464,0.085809,0.00686,0.107971,4
Q-030445-2,,,,,,,,,,,,,0.295148,0.030475,1e-05,0.333999,0.053978,0.170451,0.114669,0.000179,0.001092,3
Q-030526-0,,,,,,,,,,,,,0.036295,0.110841,1e-05,0.329237,0.055885,0.405199,0.062223,0.0003,1e-05,5
Q-030634-1,,,,,,,,,,,,,0.069243,0.036172,0.004401,0.092107,0.211943,0.316576,0.015714,0.002703,0.251142,5
Q-030670-5,,,,,,,,,,,,,0.143434,0.011067,0.717645,0.048086,0.034339,1e-05,0.032328,1e-05,0.013081,2
Q-030733-1,,,,,,,,,,,,,0.197214,0.300714,1e-05,0.263068,0.105434,1e-05,0.109234,0.009378,0.014938,1
Q-030751-3,,,,,,,,,,,,,0.42521,0.060345,0.001776,0.125961,0.077367,0.210008,0.099312,1e-05,1e-05,0
Q-030760-4,,,,,,,,,,,,,0.332405,0.036478,0.002479,0.211456,0.13258,0.186961,0.094725,1e-05,0.002906,0
Q-030922-0,,,,,,,,,,,,,0.230359,0.081254,1e-05,0.111897,1e-05,0.469686,0.07962,0.000178,0.026985,5
Q-031309-9,,,,,,,,,,,,,0.17536,0.033158,1e-05,0.049684,0.0908,0.601766,0.018141,0.000689,0.030391,5
Q-031426-1,,,,,,,,,,,,,0.014806,0.353132,1e-05,0.167183,0.017944,0.338589,0.063231,0.000993,0.044111,1
Q-031462-5,,,,,,,,,,,,,0.172214,0.065605,1e-05,1e-05,0.056058,0.675934,0.023514,1e-05,0.006646,5
Q-031552-4,,,,,,,,,,,,,0.081295,0.479084,1e-05,0.027381,0.000906,0.339796,0.071509,1e-05,1e-05,1
Q-031570-6,,,,,,,,,,,,,0.033797,0.170654,1e-05,0.250298,0.058598,0.421492,0.06513,1e-05,1e-05,5
Q-031930-2,,,,,,,,,,,,,0.003013,0.018806,0.004238,1e-05,0.325536,0.648367,1e-05,1e-05,1e-05,5
Q-032056-5,,,,,,,,,,,,,0.323542,0.020583,1e-05,0.265853,0.002329,0.257599,0.095089,0.005181,0.029815,0
Q-032092-9,,,,,,,,,,,,,0.353821,0.066721,1e-05,0.128752,0.259444,0.092118,0.094866,0.004259,1e-05,0
Q-032137-3,,,,,,,,,,,,,1e-05,1e-05,0.70487,1e-05,1e-05,0.249824,0.001586,1e-05,0.043669,2
Q-032335-3,,,,,,,,,,,,,0.425166,1e-05,1e-05,0.154834,0.05268,0.241309,0.12597,1e-05,1e-05,0
Q-032371-7,,,,,,,,,,,,,0.017231,0.034614,1e-05,0.272484,0.094015,0.526574,0.055052,1e-05,1e-05,5
Q-032434-3,,,,,,,,,,,,,0.029135,0.066412,1e-05,0.331074,0.016695,0.464725,0.073483,0.001397,0.01707,5
Q-032515-1,,,,,,,,,,,,,1e-05,0.082747,1e-05,0.334141,0.037705,0.484353,0.061013,1e-05,1e-05,5
Q-032632-3,,,,,,,,,,,,,1e-05,0.1359,1e-05,0.222297,0.072949,0.509874,0.050279,0.002059,0.006622,5
Q-032902-0,,,,,,,,,,,,,0.095565,0.028277,1e-05,0.13847,0.130568,0.552829,0.053261,0.00101,1e-05,5
Q-033046-5,,,,,,,,,,,,,0.193269,0.275816,0.000674,0.064793,0.172813,0.206739,0.077552,1e-05,0.008334,1
Q-033064-7,,,,,,,,,,,,,0.281551,0.287256,1e-05,1e-05,0.102103,0.236227,0.084401,0.008432,1e-05,1
Q-033316-2,,,,,,,,,,,,,0.28742,1e-05,0.020396,0.040612,0.018561,0.54613,0.064426,0.00332,0.019125,5
Q-033433-4,,,,,,,,,,,,,1e-05,0.245446,1e-05,0.550641,1e-05,1e-05,0.148241,0.055622,1e-05,3
Q-033550-6,,,,,,,,,,,,,0.145536,0.040038,1e-05,0.134359,0.222666,0.40523,0.033341,3.4e-05,0.018786,5
Q-033910-2,,,,,,,,,,,,,0.266534,0.03692,1e-05,0.137884,0.05089,0.374008,0.083562,0.000711,0.049481,5
Q-034045-6,,,,,,,,,,,,,0.185858,0.029992,0.000451,0.234234,0.128516,0.333855,0.083651,1e-05,0.003433,5
Q-034162-8,,,,,,,,,,,,,1e-05,1e-05,0.9141,1e-05,1e-05,0.08583,1e-05,1e-05,1e-05,2
Q-034252-7,,,,,,,,,,,,,1e-05,1e-05,0.964116,1e-05,1e-05,1e-05,0.01469,0.021134,1e-05,2
Q-034261-8,,,,,,,,,,,,,0.159658,0.118104,1e-05,0.429171,0.049305,0.148131,0.093315,0.002296,1e-05,3
Q-034405-2,,,,,,,,,,,,,0.616953,0.037089,1e-05,0.150329,0.040265,1e-05,0.155324,1e-05,1e-05,0
Q-034441-6,,,,,,,,,,,,,1e-05,0.013853,0.894889,0.017813,0.018358,0.032754,0.021661,0.000652,1e-05,2
Q-034504-2,,,,,,,,,,,,,1e-05,0.022869,1e-05,0.15362,0.183357,0.585529,0.03495,0.000824,0.018831,5
Q-034630-5,,,,,,,,,,,,,1e-05,1e-05,0.017653,1e-05,0.788395,1e-05,1e-05,1e-05,0.193892,4
Q-035053-8,,,,,,,,,,,,,0.155192,0.152282,0.000362,0.214804,0.084343,0.309887,0.081329,0.001792,1e-05,5
Q-035224-5,,,,,,,,,,,,,0.246584,0.239644,1e-05,0.145295,0.042293,0.208281,0.092056,0.002351,0.023486,0
Q-035314-4,,,,,,,,,,,,,0.326661,1e-05,1e-05,0.18786,0.101774,0.297734,0.082748,0.003194,1e-05,0
Q-035413-4,,,,,,,,,,,,,0.187234,0.138321,0.000669,0.417466,1e-05,0.084028,0.140997,0.017731,0.013543,3
Q-035800-3,,,,,,,,,,,,,0.066177,0.087782,1e-05,0.457863,1e-05,0.229369,0.120002,0.004192,0.034595,3
Q-036511-5,,,,,,,,,,,,,0.125939,0.078224,1e-05,0.457768,0.032395,0.178569,0.125805,0.00128,1e-05,3
Q-037006-5,,,,,,,,,,,,,0.151226,0.000202,1e-05,0.067,0.062275,0.603514,0.032445,0.004126,0.079201,5
Q-037123-7,,,,,,,,,,,,,0.129059,0.218824,0.000213,0.407342,0.044352,0.079679,0.112666,0.007855,1e-05,3
Q-037312-6,,,,,,,,,,,,,1e-05,1e-05,0.967781,1e-05,1e-05,1e-05,0.013028,0.019132,1e-05,2
Q-038014-7,,,,,,,,,,,,,1e-05,0.080636,1e-05,0.099904,0.218796,0.528621,0.003862,0.010589,0.057572,5
Q-039301-7,,,,,,,,,,,,,1e-05,1e-05,0.934073,1e-05,1.2e-05,0.027908,0.00969,1e-05,0.028277,2
Q-040291-7,,,,,,,,,,,,,0.322695,0.047175,0.001565,0.16696,0.071124,0.29378,0.095116,1e-05,0.001574,0
Q-040318-9,,,,,,,,,,,,,0.012755,0.720321,1e-05,1e-05,0.082268,0.110696,0.049366,0.004353,0.020221,1
Q-040327-0,,,,,,,,,,,,,0.404696,0.027009,0.002558,0.13351,0.116516,0.194933,0.120758,1e-05,1e-05,0
Q-040345-2,,,,,,,,,,,,,0.04351,0.070441,1e-05,0.091618,0.234635,0.5161,0.03167,1e-05,0.012005,5
Q-040624-0,,,,,,,,,,,,,0.456722,0.013223,1e-05,0.205608,0.046749,0.157382,0.120285,1e-05,1e-05,0
Q-041038-2,,,,,,,,,,,,,0.261736,0.054774,0.001485,0.313485,0.05786,0.178331,0.120025,0.012295,1e-05,3
Q-041065-5,,,,,,,,,,,,,0.130677,0.072405,1e-05,0.560484,1e-05,0.054884,0.13243,0.007692,0.041408,3
