IND,0,1,2,3,4
U-025373-2,0.75201,0.021541,0.007342,0.000847,0.218261
Y-007188-7,0.752018,0.045907,0.001348,0.00317,0.197557
V-075108-3,0.752029,0.026231,0.001485,1e-05,0.220245
W-019525-7,0.752052,1e-05,0.004125,1e-05,0.243803
W-148252-0,0.752056,0.036511,1e-05,1e-05,0.211413
Z-067093-6,0.752092,0.03347,0.000303,0.003573,0.210561
Q-135043-8,0.752095,0.061518,0.000895,1e-05,0.185482
T-112438-8,0.752128,0.096418,0.000726,1e-05,0.150719
A-024749-6,0.75214,0.008839,0.000324,1e-05,0.238687
LP6005519-DNA_D03,0.75214,1e-05,0.027451,0.220388,1e-05
X-105188-8,0.752157,0.088619,1e-05,0.000106,0.159109
U-026219-7,0.752159,0.039176,1e-05,0.000766,0.207889
E-146973-4,0.752173,0.009381,0.00456,1e-05,0.233876
Z-028348-2,0.752192,0.091184,1e-05,0.001451,0.155163
G-000060-4,0.752216,0.012771,0.026141,1e-05,0.208863
M-153210-1,0.752255,0.015549,0.005222,0.000103,0.226871
HG01055,0.752257,1e-05,1e-05,0.125678,0.122046
W-044266-6,0.752268,0.032891,0.001372,1e-05,0.213458
U-025454-0,0.752318,0.04132,1e-05,1e-05,0.206342
A-124955-8,0.752321,0.038699,1.5e-05,1e-05,0.208955
V-104718-4,0.752339,0.03983,1e-05,0.001079,0.206742
M-097859-6,0.752386,0.009985,0.002721,0.008692,0.226215
T-052543-8,0.752391,0.003993,0.004072,0.000718,0.238826
T-032770-1,0.752425,0.039193,1e-05,0.002299,0.206072
L-074998-9,0.752433,1e-05,1e-05,1e-05,0.247537
R-031850-2,0.752436,0.013838,0.007651,1e-05,0.226065
S-020358-9,0.752443,0.033551,1.1e-05,1e-05,0.213985
Y-075705-7,0.752446,1e-05,1e-05,0.000727,0.246807
S-153009-8,0.752461,0.009668,0.002916,0.001114,0.233841
T-122437-8,0.752462,0.011229,1e-05,0.00173,0.234568
V-107337-9,0.752474,0.024528,0.000485,1e-05,0.222502
P-024711-5,0.752512,0.025852,0.001211,3.4e-05,0.220391
V-008058-1,0.75253,0.121302,1e-05,1e-05,0.126148
D-154568-3,0.752532,1e-05,1e-05,1e-05,0.247438
X-159152-9,0.752542,0.045983,1e-05,1e-05,0.201455
HG01205,0.752544,1e-05,1e-05,0.132135,0.115301
A-151694-9,0.752569,0.051017,0.001348,0.002491,0.192575
D-039728-3,0.752578,0.149721,1e-05,0.012881,0.08481
G-078494-3,0.7526,0.02411,0.001729,0.008125,0.213436
N-036301-0,0.752609,0.070473,1e-05,1e-05,0.176899
A-095453-8,0.752613,0.02376,1e-05,1e-05,0.223608
B-055647-5,0.752646,0.025695,0.001004,0.005209,0.215446
W-153850-5,0.752674,0.041185,0.000668,1e-05,0.205463
P-054105-4,0.752711,0.03499,0.00178,1e-05,0.210508
T-079030-4,0.752714,1e-05,1e-05,1e-05,0.247256
V-073524-3,0.752751,0.006343,1e-05,1e-05,0.240885
C-039367-9,0.752751,0.020855,1e-05,1e-05,0.226374
M-013431-2,0.752764,0.011266,1e-05,1e-05,0.23595
K-032320-4,0.752764,0.058035,0.001553,1e-05,0.187638
U-157133-1,0.752776,0.035256,0.001972,1e-05,0.209987
T-149410-3,0.752783,0.052507,0.000337,1e-05,0.194363
T-021367-9,0.75279,0.058747,0.001861,1e-05,0.186591
K-122212-4,0.752803,0.000736,0.011222,1e-05,0.235229
B-059490-4,0.752808,0.028726,0.000469,1e-05,0.217987
C-016588-8,0.752828,0.050612,0.001639,0.005906,0.189015
R-120590-6,0.752833,0.011166,0.009723,1e-05,0.226268
Y-138921-3,0.752905,0.015668,0.001746,1e-05,0.22967
I-118996-0,0.752941,1e-05,0.001317,0.003065,0.242666
V-148440-1,0.752947,1e-05,1e-05,0.001439,0.245594
E-009795-8,0.752951,0.155227,0.003106,0.011951,0.076766
Z-038932-1,0.752955,0.040631,0.003184,1e-05,0.20322
C-108919-4,0.752963,1e-05,1e-05,1e-05,0.247007
P-073023-5,0.752966,1e-05,4.9e-05,1e-05,0.246966
A-129365-4,0.752991,0.026289,1e-05,1e-05,0.2207
E-036687-4,0.753017,0.04463,0.002168,1e-05,0.200174
B-125649-6,0.753048,0.070714,1e-05,1e-05,0.176218
Z-135880-4,0.753053,0.03619,0.018823,0.00247,0.189464
Q-150325-1,0.753068,1e-05,1e-05,1e-05,0.246902
M-068897-1,0.75307,0.007227,0.000727,1e-05,0.238966
W-037822-5,0.753071,0.057726,1e-05,1e-05,0.189183
O-161321-6,0.753073,0.066434,1e-05,1e-05,0.180474
X-160196-4,0.753094,0.03155,0.000644,1e-05,0.214702
Q-113713-3,0.7531,0.023916,0.000228,0.009677,0.213078
Y-048552-5,0.753146,0.106394,1e-05,1e-05,0.14044
A-118088-5,0.753164,0.052643,0.002258,0.001986,0.189948
D-124886-5,0.753194,1e-05,0.003158,1e-05,0.243628
Q-016432-7,0.753207,0.033054,1e-05,1e-05,0.213719
Y-081069-9,0.753259,0.027889,0.001664,0.003356,0.213831
Q-124423-5,0.753305,0.034539,0.016271,0.001449,0.194437
X-108455-8,0.753314,0.032257,1e-05,0.001029,0.213389
H-077685-9,0.753369,0.035641,0.000387,0.0099,0.200704
X-152663-3,0.753373,0.011396,0.00042,1e-05,0.234801
HG01204,0.753378,1e-05,1e-05,0.149141,0.09746
P-020391-9,0.753388,1e-05,1e-05,1e-05,0.246582
C-128854-8,0.753405,0.103224,1e-05,1e-05,0.14335
E-148845-3,0.753454,0.010295,1e-05,1e-05,0.236231
S-064251-3,0.753468,1e-05,0.000504,1e-05,0.246009
Y-018438-3,0.753474,0.019578,0.008624,1e-05,0.218314
Z-011869-7,0.753487,0.040526,1e-05,1e-05,0.205967
Y-065634-0,0.753517,0.029949,1e-05,1e-05,0.216514
Z-017971-4,0.753534,1e-05,1e-05,1e-05,0.246436
W-064831-3,0.753587,0.053974,0.000331,0.001272,0.190835
R-161702-8,0.753612,0.051271,0.000496,1e-05,0.194612
Y-033585-3,0.753624,0.029325,0.002742,1e-05,0.214299
D-125795-7,0.75371,0.077522,0.006464,1e-05,0.162294
I-089854-6,0.753726,1e-05,1e-05,1e-05,0.246244
E-029478-6,0.753728,0.031074,1e-05,0.006994,0.208194
O-010229-4,0.753776,0.080946,1e-05,1e-05,0.165258
P-033045-7,0.753785,1e-05,1e-05,0.00022,0.245976
S-109170-1,0.753795,0.072033,1e-05,1e-05,0.174152
W-150268-3,0.753799,0.029323,0.000523,0.00912,0.207236
C-089227-5,0.753804,0.046647,0.006217,0.001492,0.19184
E-068484-6,0.753807,0.022872,0.000552,7e-05,0.222699
X-066551-5,0.753808,0.047397,0.003793,0.003666,0.191337
S-100449-9,0.753826,1e-05,0.002958,1e-05,0.243195
G-098708-4,0.753866,1e-05,1e-05,0.000575,0.245538
S-161343-0,0.753867,0.039685,0.004946,1e-05,0.201492
P-144420-7,0.753899,1e-05,0.003492,1e-05,0.242589
O-050234-5,0.753929,0.00016,1e-05,0.007869,0.238032
D-135389-6,0.753931,0.002133,1e-05,0.005391,0.238535
N-042250-1,0.753978,0.004592,1e-05,0.001822,0.239598
U-117290-7,0.754013,1e-05,1e-05,1e-05,0.245957
S-141660-2,0.754041,0.006074,6.7e-05,1e-05,0.239808
R-014066-6,0.754043,0.019728,0.000241,0.008464,0.217524
P-010671-7,0.754066,0.040392,0.003016,1e-05,0.202516
T-083134-8,0.754094,0.031684,9.7e-05,0.003643,0.210483
I-161000-6,0.754098,0.036389,0.001714,1e-05,0.207789
B-016488-0,0.754142,0.031023,1e-05,1e-05,0.214816
B-138249-9,0.754165,0.09224,1e-05,0.012648,0.140936
J-097388-5,0.754186,0.019868,3.5e-05,0.002404,0.223507
N-012136-9,0.754253,0.002499,0.005787,0.005292,0.23217
E-095547-9,0.754258,0.118214,0.001193,0.005518,0.120817
R-017261-9,0.754375,0.031151,1.7e-05,0.006384,0.208072
Y-060882-0,0.754392,1e-05,1e-05,1e-05,0.245578
Z-083851-8,0.754398,0.039894,1e-05,1e-05,0.205689
W-033448-3,0.754435,0.038873,0.016927,0.003053,0.186712
X-159521-6,0.75446,0.000802,1e-05,1e-05,0.244718
P-101643-6,0.754479,0.004622,1e-05,1e-05,0.240879
R-077021-5,0.754518,0.024675,0.000289,0.003663,0.216856
X-071159-0,0.754532,0.031557,0.000494,1e-05,0.213406
B-106398-2,0.754687,0.012724,1e-05,1e-05,0.232568
X-044672-5,0.754687,1e-05,0.002459,0.00363,0.239214
R-035153-6,0.754711,1e-05,1e-05,1e-05,0.245259
R-123290-9,0.754714,0.01849,0.001454,1e-05,0.225333
P-060801-0,0.754729,0.008436,1e-05,0.004118,0.232708
M-026103-2,0.754772,0.071009,1e-05,0.001263,0.172947
S-073017-8,0.754807,0.059287,0.005923,1e-05,0.179973
C-145558-5,0.754817,0.044904,1e-05,1e-05,0.200258
U-018713-9,0.754869,0.011924,1e-05,0.002573,0.230624
B-093492-8,0.754936,0.023956,0.000335,1e-05,0.220763
U-030467-6,0.754946,1e-05,1e-05,1e-05,0.245024
A-158426-9,0.754955,1e-05,1e-05,1e-05,0.245015
R-030635-9,0.754981,0.013868,0.010464,0.000989,0.219698
Z-141847-6,0.754993,0.036782,1e-05,1e-05,0.208204
E-096447-0,0.755025,0.029261,1e-05,1e-05,0.215694
D-147548-4,0.755052,1e-05,1e-05,1e-05,0.244918
W-022396-7,0.755078,0.004545,0.006949,0.002835,0.230593
O-120353-8,0.7551,0.022839,1e-05,1e-05,0.222041
Y-024198-5,0.755108,0.042302,0.001325,1e-05,0.201255
B-036945-6,0.755112,0.008697,1e-05,1e-05,0.23617
W-134185-9,0.755114,0.088413,1e-05,9.5e-05,0.156368
Q-109330-1,0.755114,0.054221,0.000105,1e-05,0.190551
H-119697-3,0.75513,0.12507,1e-05,0.008048,0.111742
B-079632-8,0.75524,0.016835,0.00124,1e-05,0.226675
D-084881-4,0.755241,0.020956,0.002764,0.00476,0.216279
Y-131577-1,0.755245,0.012196,0.000104,1e-05,0.232444
V-110757-4,0.755253,1e-05,1e-05,1e-05,0.244717
Z-009637-2,0.755315,1e-05,0.000261,0.002133,0.242281
X-021578-2,0.755319,0.03313,1e-05,1e-05,0.211531
Y-127824-2,0.755325,0.043617,9.5e-05,0.001597,0.199366
Q-120382-7,0.755336,0.011293,1e-05,1e-05,0.233352
Q-125521-6,0.755344,0.028702,1e-05,1e-05,0.215933
D-039845-5,0.755344,0.019548,0.001262,1e-05,0.223836
O-154220-9,0.755356,0.016071,1e-05,1e-05,0.228553
P-005127-7,0.755369,0.018528,0.000409,1e-05,0.225685
Y-077604-9,0.755455,0.028679,0.000545,1e-05,0.21531
Y-059613-2,0.755474,0.000631,0.001002,1e-05,0.242884
S-006291-9,0.755492,0.024025,1e-05,1e-05,0.220462
M-122043-3,0.755505,0.018079,1e-05,1e-05,0.226396
W-117931-7,0.755505,0.021572,1e-05,1e-05,0.222904
Y-126177-6,0.755508,0.007516,0.008357,0.000121,0.228497
C-157663-8,0.755542,0.039347,1e-05,1e-05,0.205091
U-042419-3,0.755546,0.084708,1e-05,0.001813,0.157922
V-091029-1,0.755561,0.031851,1e-05,1e-05,0.212568
Z-099520-1,0.755653,0.101199,0.001405,1e-05,0.141733
V-027462-1,0.75566,0.026905,1e-05,0.002898,0.214527
X-062339-9,0.755666,0.097841,0.000236,1e-05,0.146247
M-123114-1,0.755717,1e-05,1e-05,1e-05,0.244253
V-082353-5,0.755728,0.018384,1e-05,1e-05,0.225869
P-135006-6,0.755751,0.02058,0.00096,0.00371,0.218999
S-029043-7,0.755777,0.036754,1e-05,0.003138,0.204321
C-120898-4,0.755781,1e-05,1e-05,0.002487,0.241713
G-085478-8,0.755866,0.019086,0.001865,0.005054,0.218129
E-095664-1,0.755881,0.00248,0.000897,0.000588,0.240155
X-105719-1,0.755883,1e-05,1e-05,0.009628,0.234469
P-000762-6,0.755885,0.048442,1e-05,1e-05,0.195652
E-155298-5,0.755889,0.024727,1e-05,1e-05,0.219363
C-037792-0,0.755903,0.057128,1e-05,1e-05,0.186949
O-035105-7,0.755958,0.12426,0.000626,0.000954,0.118203
W-122674-6,0.755974,1e-05,1e-05,1e-05,0.243996
J-002214-5,0.75604,0.00453,1e-05,1e-05,0.23941
F-149296-7,0.756045,0.006718,0.002482,1e-05,0.234746
P-013245-7,0.756091,0.000889,0.003682,1e-05,0.239329
X-110795-4,0.756093,1e-05,1e-05,1e-05,0.243877
F-037948-9,0.756128,0.025955,1e-05,0.001905,0.216002
A-137393-5,0.756199,0.017778,0.001379,1e-05,0.224634
T-105706-8,0.756215,0.000885,0.000547,1e-05,0.242343
V-113691-1,0.756245,1e-05,0.007197,1e-05,0.236537
HGDP01269,0.756253,1e-05,1e-05,1e-05,0.243717
S-125325-2,0.756352,0.059686,0.001961,1e-05,0.181991
P-033009-3,0.756361,0.033945,1e-05,1e-05,0.209674
X-136571-8,0.756376,0.046712,0.00217,0.001248,0.193494
T-016390-7,0.756421,0.058407,1e-05,0.001771,0.183391
U-057422-9,0.756428,1e-05,0.000821,0.003763,0.238978
W-134635-4,0.756443,0.001775,0.000666,1e-05,0.241106
J-002205-4,0.756468,1e-05,1e-05,1e-05,0.243502
Z-055780-3,0.756512,0.017639,0.00035,1e-05,0.225488
R-126008-3,0.756528,0.013129,1e-05,0.002402,0.227931
X-126347-5,0.756568,0.080443,0.001181,0.00068,0.161128
X-105485-8,0.756572,0.002261,0.000519,0.00158,0.239067
E-147189-6,0.756632,0.030617,0.001978,1e-05,0.210763
Z-043972-0,0.756638,0.028163,0.001454,0.001635,0.212111
Z-072646-6,0.756646,0.037577,1e-05,0.002787,0.202981
Y-157425-2,0.756651,0.076906,1e-05,1e-05,0.166423
J-097298-6,0.756665,1e-05,1e-05,1e-05,0.243305
P-034323-6,0.756692,0.013184,1.4e-05,1e-05,0.2301
B-109296-5,0.75671,0.089202,1e-05,1e-05,0.154069
P-007602-7,0.756722,0.020593,1e-05,1e-05,0.222665
N-014152-3,0.756741,0.066883,0.000734,0.002411,0.173231
W-065704-1,0.756771,1e-05,0.001032,0.002874,0.239313
Q-145033-7,0.756863,0.03857,1e-05,1e-05,0.204547
A-137159-1,0.756888,1e-05,1e-05,1e-05,0.243082
C-037828-3,0.756937,0.038466,0.008752,5.3e-05,0.195792
Q-003193-0,0.756946,1e-05,1e-05,1e-05,0.243024
Z-002779-9,0.756973,0.039788,1e-05,1e-05,0.203219
R-070163-2,0.757007,0.029697,0.00075,7.4e-05,0.212472
W-142870-6,0.75704,0.046312,0.000905,1e-05,0.195734
D-084827-8,0.757093,0.024916,0.001276,1e-05,0.216705
Z-046744-0,0.757158,1e-05,0.004958,1e-05,0.237864
Z-114883-3,0.757169,1e-05,1e-05,1e-05,0.242801
W-078034-7,0.75717,1e-05,0.000921,1e-05,0.24189
E-097428-9,0.757196,0.044836,1e-05,0.000759,0.197198
B-072963-4,0.757196,0.010418,0.007916,1e-05,0.224461
U-034850-9,0.757226,0.007643,1e-05,0.002786,0.232335
H-021004-7,0.757278,0.09471,0.001283,0.01128,0.135448
J-124200-7,0.757292,0.060081,1e-05,0.006404,0.176214
Y-016647-2,0.757325,0.056008,1e-05,1e-05,0.186646
Q-131254-5,0.757343,0.027509,0.002191,0.002591,0.210366
V-072273-7,0.757349,0.02606,0.001226,1e-05,0.215355
H-078909-2,0.757381,0.009354,0.001276,1e-05,0.231979
W-077611-4,0.757411,0.0311,1e-05,1e-05,0.211469
X-063941-1,0.757437,0.08155,1e-05,1e-05,0.160993
K-079749-1,0.757447,0.034984,1e-05,0.000893,0.206666
Y-009285-9,0.757537,0.012067,1e-05,0.001191,0.229195
S-031194-4,0.757557,0.012362,0.000956,0.001111,0.228014
L-027011-6,0.757573,0.010714,1e-05,1e-05,0.231693
R-061154-2,0.757599,0.031822,1e-05,0.001377,0.209193
T-043174-2,0.757642,0.041293,0.001912,1e-05,0.199143
O-082040-8,0.757701,0.011019,0.008254,0.004425,0.218601
E-058575-5,0.757706,1e-05,0.005826,0.000492,0.235966
F-157729-8,0.757742,0.027858,1e-05,1e-05,0.21438
N-000643-8,0.757761,0.023665,1e-05,1e-05,0.218554
W-055525-3,0.757821,0.041627,1e-05,0.008849,0.191692
V-073317-2,0.757847,0.040857,0.00648,1e-05,0.194805
U-055253-0,0.757933,0.028414,0.001485,1e-05,0.212157
V-064128-4,0.757947,0.045867,0.017569,1e-05,0.178607
W-045517-2,0.757953,1e-05,1e-05,1e-05,0.242017
X-154670-6,0.75796,0.019751,0.000694,1e-05,0.221585
W-015556-6,0.757984,0.074374,0.004039,1e-05,0.163593
X-071069-1,0.758031,1e-05,0.000311,1e-05,0.241638
A-123749-6,0.758045,0.00777,1e-05,1e-05,0.234166
T-014158-1,0.758048,0.011076,0.0084,0.00411,0.218366
E-127929-0,0.758104,0.019434,0.001403,1e-05,0.221049
P-022290-1,0.758113,0.018593,0.007967,0.003069,0.212258
D-094169-2,0.758126,0.000379,1e-05,0.007315,0.23417
P-004470-1,0.758164,0.041891,0.000703,1e-05,0.199232
W-126661-9,0.758169,1e-05,1e-05,1e-05,0.241801
T-036352-3,0.758203,0.037476,1e-05,1e-05,0.204302
S-028611-3,0.758226,0.022828,1e-05,1e-05,0.218926
C-141985-4,0.758272,0.018467,0.000769,1e-05,0.222483
M-043104-9,0.758289,0.043918,1e-05,0.000537,0.197246
Y-068370-7,0.758362,0.07651,1e-05,1e-05,0.165108
U-064064-0,0.75838,0.03122,0.000368,1e-05,0.210022
O-028103-0,0.758389,0.040169,1e-05,1e-05,0.201422
V-006573-1,0.758431,1e-05,1e-05,1e-05,0.241539
U-136433-0,0.75845,0.022744,1e-05,1e-05,0.218785
I-092968-0,0.758457,0.044961,1e-05,1e-05,0.196562
U-078320-0,0.758489,0.055386,1e-05,1e-05,0.186105
Z-152962-9,0.75851,1e-05,1e-05,0.000807,0.240664
L-141320-2,0.75852,0.050068,0.000193,0.002057,0.189163
D-026399-7,0.758543,0.028872,0.000569,1e-05,0.212006
R-022805-8,0.758547,6.4e-05,0.006449,1e-05,0.23493
B-077580-1,0.758557,1e-05,1e-05,1e-05,0.241413
D-097391-8,0.758561,1e-05,1e-05,0.000403,0.241016
G-118886-3,0.758565,0.08499,1e-05,1e-05,0.156426
D-091757-8,0.758622,0.00191,1e-05,0.000251,0.239207
P-052314-3,0.758628,0.104816,0.00105,1e-05,0.135496
X-061781-3,0.75864,0.027204,0.000526,0.001931,0.211698
B-029178-2,0.758645,0.027852,1e-05,1e-05,0.213483
A-153863-8,0.758648,0.036113,1e-05,0.002031,0.203197
O-015413-8,0.758653,0.022807,1e-05,0.001307,0.217223
S-032940-0,0.758654,0.013875,0.000331,1e-05,0.22713
N-012262-2,0.758684,0.002429,0.000372,1e-05,0.238506
U-137216-9,0.758718,0.001906,0.001035,1e-05,0.238331
R-134261-7,0.758726,0.000547,0.005223,1e-05,0.235495
S-120096-4,0.758732,0.015958,0.000209,1e-05,0.22509
W-029605-5,0.758781,0.080618,1e-05,0.001538,0.159053
T-060652-7,0.758799,0.00098,0.020856,0.002918,0.216447
U-041780-9,0.758825,0.013539,0.000415,0.006404,0.220818
G-136589-1,0.758887,0.020663,1e-05,0.005271,0.215169
Z-029923-1,0.758899,0.013688,0.000249,1e-05,0.227153
A-008657-1,0.758915,0.038481,0.007742,0.007637,0.187225
L-050222-0,0.75897,0.021726,1e-05,1e-05,0.219284
S-006471-7,0.759016,1e-05,0.022406,0.004042,0.214526
W-101677-5,0.759037,0.062251,0.000261,1e-05,0.178441
G-022200-0,0.759054,0.000119,0.000547,1e-05,0.24027
Q-033316-2,0.759065,0.008039,0.020026,0.002738,0.210132
Y-062592-3,0.759072,1e-05,0.001308,1e-05,0.2396
V-007293-4,0.759137,0.014009,0.000942,0.001296,0.224616
V-005916-4,0.759151,0.047436,1e-05,1e-05,0.193394
W-024349-4,0.759157,1e-05,1e-05,1e-05,0.240813
V-008382-4,0.759188,0.031355,0.000336,0.002049,0.207072
Q-107062-2,0.759212,0.042223,1e-05,1e-05,0.198545
F-153949-6,0.759248,1e-05,1e-05,5.8e-05,0.240674
HG00551,0.759274,1e-05,1e-05,0.156941,0.083765
Q-003823-3,0.759337,0.024825,0.001164,1e-05,0.214663
G-078674-1,0.759338,1e-05,1e-05,1e-05,0.240632
D-054893-5,0.759435,0.051604,1e-05,1e-05,0.188941
H-056949-4,0.759436,1e-05,1e-05,1e-05,0.240534
N-032620-8,0.759456,0.116313,1e-05,0.002692,0.121529
Y-129255-7,0.759459,0.086114,1e-05,0.008456,0.145961
W-086206-2,0.759464,0.02542,0.000628,1e-05,0.214479
F-094729-4,0.75949,0.02239,1e-05,1e-05,0.2181
P-112380-1,0.759497,0.068505,1e-05,1e-05,0.171977
Y-085542-1,0.759543,0.020368,1e-05,0.004108,0.21597
C-072937-9,0.759546,1e-05,1e-05,1e-05,0.240424
D-147386-8,0.759648,0.001108,1e-05,0.001185,0.238049
R-011483-5,0.759648,1e-05,0.001888,1e-05,0.238444
R-045620-3,0.759664,0.022367,1e-05,1e-05,0.217949
W-039181-3,0.759664,0.00102,0.001224,1e-05,0.238082
S-132552-2,0.759726,0.011807,2.1e-05,1e-05,0.228436
W-043087-7,0.759801,0.015307,1e-05,1e-05,0.224871
Y-144618-8,0.759806,1e-05,1e-05,1e-05,0.240164
T-034174-3,0.75983,0.01285,1e-05,0.002457,0.224853
F-046957-9,0.75984,0.002954,0.001451,1e-05,0.235745
Z-147157-3,0.75984,0.012979,0.011281,1e-05,0.21589
W-147217-5,0.759844,0.022311,0.00117,1e-05,0.216664
R-064412-1,0.759858,0.004238,0.003732,1e-05,0.232162
D-053885-3,0.759898,0.022317,1e-05,1e-05,0.217765
X-084443-2,0.759901,1e-05,1e-05,1e-05,0.240069
Y-105549-2,0.759918,0.038033,1e-05,0.002239,0.1998
T-145216-9,0.759952,0.025632,0.001219,1e-05,0.213187
P-034161-0,0.760049,0.023654,1e-05,1e-05,0.216277
Q-153511-3,0.760079,0.022658,1e-05,0.005649,0.211604
N-032611-7,0.76008,0.065616,1e-05,0.003632,0.170662
W-032188-6,0.760083,0.037258,0.00105,0.000562,0.201047
J-087893-6,0.760144,0.018738,1e-05,0.002366,0.218742
W-069250-0,0.760167,0.037444,1e-05,0.00337,0.199009
Z-066544-0,0.760181,0.023569,0.002483,1e-05,0.213758
I-100070-2,0.760202,0.060959,1e-05,0.005713,0.173116
X-058190-1,0.760223,0.000858,1e-05,1e-05,0.238899
L-101405-0,0.760237,1e-05,0.000788,1e-05,0.238955
W-063463-5,0.760252,0.026492,0.001739,1e-05,0.211508
R-005732-4,0.760301,0.026662,1e-05,1e-05,0.213017
T-028252-5,0.760303,0.090364,1e-05,0.008732,0.140591
S-062217-7,0.760308,0.00267,0.001461,1e-05,0.235551
Y-018744-4,0.760325,0.031344,0.000594,1e-05,0.207727
A-057761-1,0.760351,1e-05,1e-05,1e-05,0.239619
R-007523-5,0.760387,0.116761,1e-05,0.002612,0.12023
W-007294-2,0.760394,0.00181,0.005543,1e-05,0.232243
B-105984-0,0.760477,0.011301,0.002191,1e-05,0.226021
M-089948-7,0.760479,0.155501,1e-05,0.008639,0.075372
Z-158452-4,0.760513,0.0227,1e-05,0.003348,0.213428
R-030752-1,0.760533,0.021112,1e-05,0.000827,0.217518
X-129191-3,0.760547,0.086904,0.000806,0.002785,0.148958
Q-135115-5,0.760549,0.002372,0.007925,1e-05,0.229144
Y-139452-7,0.76057,0.017646,1e-05,1e-05,0.221764
M-071112-8,0.760589,0.045972,1e-05,1e-05,0.193419
HG01054,0.760743,1e-05,1e-05,0.18107,0.058166
V-014844-6,0.760743,1e-05,1e-05,1e-05,0.239227
Y-133872-3,0.760764,0.03337,0.002444,0.002097,0.201326
A-109079-5,0.760833,1e-05,1e-05,1e-05,0.239137
V-036462-0,0.76084,0.125828,1e-05,1e-05,0.113312
G-069395-4,0.760846,0.017561,0.0014,1e-05,0.220184
B-157914-5,0.76085,0.020794,1.6e-05,1e-05,0.21833
Q-114811-4,0.760857,0.09742,1e-05,1e-05,0.141703
K-030610-1,0.760871,0.098485,1e-05,0.00082,0.139815
A-135953-9,0.760873,0.019805,1e-05,1e-05,0.219302
Q-107206-6,0.760884,0.039323,0.000767,0.000591,0.198435
N-100408-5,0.760894,0.004043,0.03189,1e-05,0.203162
A-109358-3,0.760937,0.174636,1e-05,0.006215,0.058202
H-078693-1,0.76094,0.023179,1e-05,0.002156,0.213715
S-126090-0,0.760945,1e-05,1e-05,1e-05,0.239025
C-029179-0,0.760954,0.022812,1e-05,0.001392,0.214832
C-065863-5,0.760957,0.021022,0.00172,1e-05,0.216291
X-017717-2,0.761072,0.021066,0.001246,1e-05,0.216607
T-001396-2,0.761088,0.019556,1e-05,0.001533,0.217813
S-072081-4,0.761097,0.058257,0.001705,1e-05,0.17893
Q-063214-2,0.7611,1e-05,0.001188,0.012142,0.225561
A-039824-9,0.761129,0.021036,1e-05,1e-05,0.217815
L-125111-5,0.76114,0.04331,0.000735,1e-05,0.194805
W-064741-4,0.761151,0.02056,1e-05,1e-05,0.218268
M-010074-3,0.761156,0.024693,1e-05,1e-05,0.214131
N-079878-8,0.76116,0.031809,1e-05,0.001449,0.205573
M-011235-0,0.761209,1e-05,1e-05,1e-05,0.238761
Y-004857-1,0.761225,0.003818,1e-05,1e-05,0.234936
Y-014487-4,0.761243,0.057054,1e-05,1e-05,0.181683
J-010053-7,0.761271,0.021598,0.000838,0.004011,0.212281
C-075718-0,0.761273,0.042527,1e-05,1e-05,0.19618
G-075785-9,0.761278,0.006336,1e-05,1e-05,0.232365
V-114636-6,0.761283,0.035402,0.000834,1e-05,0.202471
R-152504-9,0.761294,1e-05,1e-05,1e-05,0.238676
T-122626-7,0.761306,0.015796,0.00127,1e-05,0.221618
H-134799-8,0.761324,1e-05,0.00348,0.006364,0.228823
HG01248,0.761351,0.009449,1e-05,0.13415,0.095039
F-079753-2,0.761377,0.032595,1e-05,0.000183,0.205835
R-130175-4,0.761392,0.004547,0.000315,1e-05,0.233736
U-033473-0,0.761434,0.02361,0.000142,1e-05,0.214804
X-104594-8,0.761448,0.005382,1e-05,1e-05,0.23315
U-153623-6,0.761451,0.004417,0.001052,9.4e-05,0.232987
Y-152565-1,0.761505,0.100555,1e-05,0.001108,0.136822
V-029028-9,0.761535,0.031319,0.002861,0.00177,0.202515
C-075466-5,0.761608,1e-05,1e-05,0.011108,0.227264
C-118369-9,0.761614,1e-05,1e-05,1e-05,0.238356
S-036405-0,0.761642,0.007461,1e-05,1e-05,0.230877
HGDP01256,0.761661,0.003793,1e-05,1e-05,0.234526
S-127404-2,0.761666,1e-05,1e-05,1e-05,0.238304
W-026239-5,0.761693,0.01661,0.000345,1e-05,0.221342
S-131148-0,0.761708,1e-05,1e-05,1e-05,0.238262
P-123414-5,0.761754,0.045924,0.002195,1e-05,0.190118
D-060959-7,0.761803,0.145714,1e-05,0.000754,0.091719
R-110816-8,0.761846,0.006748,1e-05,1e-05,0.231387
V-000579-5,0.761883,0.017131,0.002772,0.001424,0.21679
X-135608-0,0.761934,0.053094,1e-05,1e-05,0.184952
W-022954-3,0.761953,1e-05,0.00146,1e-05,0.236567
W-125455-7,0.761961,0.004862,0.000366,0.002148,0.230663
S-053271-4,0.761966,0.039442,0.001836,0.003585,0.193171
L-141221-2,0.761994,0.000969,0.000905,0.006966,0.229166
M-111342-2,0.761998,0.032157,0.000506,1e-05,0.205329
U-114338-8,0.762017,0.030956,1e-05,1e-05,0.207007
A-072890-9,0.762023,0.031058,1e-05,0.001477,0.205433
K-024013-5,0.762054,0.089468,0.002053,0.002929,0.143496
W-052618-9,0.762071,0.015173,1e-05,1e-05,0.222736
