IND,0,1,2,3,4,5,6,7,8,9
B-064890-9,0.235637,0.021635,0.408607,1e-05,0.064899,1e-05,0.092972,0.029255,0.146966,1e-05
V-043275-8,0.235646,1e-05,0.396482,1e-05,0.062353,1e-05,0.043264,0.054684,0.133179,0.074361
F-119695-7,0.235646,0.033409,0.401392,0.001086,0.072795,1e-05,0.053431,0.082033,0.10836,0.011839
W-117247-8,0.235657,0.107633,0.340991,0.004288,0.064767,1e-05,0.024826,0.073878,0.128675,0.019275
M-066989-8,0.235672,0.101269,0.31628,0.003531,0.058353,0.000244,0.028536,0.114454,0.124216,0.017446
Z-049840-3,0.235687,1e-05,0.397233,1e-05,0.075111,1e-05,0.094595,0.078038,0.119296,1e-05
V-134751-8,0.235725,0.070956,0.395314,0.003145,0.068353,1e-05,0.072369,1e-05,0.142411,0.011707
U-016454-1,0.235755,1e-05,0.454125,0.000329,0.06741,1e-05,0.022466,0.081875,0.120739,0.017281
HGDP00281,0.235758,1e-05,1e-05,1e-05,1e-05,1e-05,0.553579,1e-05,1e-05,0.210593
W-138631-8,0.235796,0.106337,0.393404,1e-05,0.059423,1e-05,0.036123,0.052889,0.112243,0.003765
U-146126-9,0.235801,0.036436,0.46159,1e-05,0.070427,1e-05,1e-05,0.05126,0.144447,1e-05
W-113557-5,0.235811,0.005973,0.434606,0.000739,0.070925,1e-05,0.03177,0.059837,0.148868,0.011462
V-034743-6,0.235821,0.109245,0.328802,0.000288,0.069558,0.002284,0.003206,0.125568,0.106937,0.018289
B-098118-5,0.235879,0.2084,0.267395,0.002634,0.050169,1e-05,1e-05,0.156384,0.068934,0.010185
T-009055-6,0.235882,0.266285,0.054987,1e-05,0.053634,1e-05,0.022385,0.332154,0.034643,1e-05
V-135147-8,0.235914,0.118621,0.244753,1.5e-05,0.056424,1e-05,0.09556,0.111777,0.118535,0.01839
V-127353-1,0.235915,0.018516,0.402696,0.000615,0.067612,1e-05,0.039242,0.110761,0.124622,1e-05
Z-076921-8,0.23592,0.17413,0.34087,1e-05,0.056764,0.012223,0.066233,1e-05,0.11383,1e-05
F-139936-1,0.235934,1e-05,0.462484,0.003502,0.065019,1e-05,0.012514,0.06376,0.156756,1e-05
P-035232-8,0.23595,0.109538,0.346177,0.001687,0.082848,1e-05,0.009638,0.122852,0.091291,1e-05
I-088495-9,0.23595,1e-05,0.477194,0.003387,0.064971,0.002637,0.014542,0.038714,0.162586,1e-05
B-147870-1,0.235976,0.163694,0.120852,1.2e-05,0.057675,1e-05,0.108197,0.181664,0.079548,0.052372
B-117477-1,0.235994,1e-05,0.467971,0.004705,0.077215,0.004487,0.064548,1e-05,0.145049,1e-05
X-048515-3,0.236008,0.153177,0.232559,0.000587,0.066054,0.000221,0.098972,0.112825,0.099587,1e-05
U-106139-0,0.23601,0.013798,0.456677,1e-05,0.075647,0.002328,0.027194,0.029285,0.135136,0.023915
V-023484-9,0.236018,0.044898,0.435422,0.005066,0.066711,1e-05,1e-05,0.044826,0.167029,1e-05
S-024129-0,0.236026,0.389409,1e-05,1e-05,0.043781,0.013814,0.107144,0.151582,0.057713,0.000512
N-003343-1,0.236075,0.09448,0.36083,1e-05,0.068384,1e-05,0.043696,0.078864,0.117641,1e-05
T-081802-3,0.236083,0.512197,0.030583,1e-05,0.040835,1e-05,1e-05,0.173254,0.007008,1e-05
X-096512-1,0.236088,0.09404,0.382137,0.00323,0.059127,1e-05,1e-05,0.083608,0.125919,0.015831
G-110220-1,0.236131,0.0672,0.420275,1.9e-05,0.066185,1e-05,0.009791,0.059896,0.135926,0.004567
T-030619-3,0.236161,0.277342,0.074402,1e-05,0.05489,1e-05,0.020023,0.295255,0.031322,0.010586
B-063918-0,0.236189,0.04125,0.3784,1.3e-05,0.071362,1e-05,0.023905,0.127138,0.117805,0.00393
M-080022-8,0.23621,0.305344,0.146217,1e-05,0.056971,0.011919,0.077747,0.09719,0.06444,0.003953
K-139869-4,0.23622,1e-05,0.516364,0.010647,0.062885,1e-05,1e-05,0.011712,0.162132,1e-05
HGDP00279,0.236233,1.1e-05,1e-05,1e-05,0.002363,1e-05,0.539895,1e-05,0.004654,0.216803
J-039698-8,0.236253,0.08868,0.246817,1e-05,0.049802,0.04947,0.018111,0.05928,0.251567,1e-05
M-042033-1,0.236268,0.089603,0.394639,0.011087,0.072618,1e-05,0.009799,0.068791,0.114701,0.002483
F-158377-4,0.236294,0.052646,0.372275,1.5e-05,0.065718,1e-05,0.036809,0.095006,0.127053,0.014173
A-067274-2,0.236327,0.239273,0.200076,1e-05,0.066277,1e-05,1e-05,0.175387,0.060625,0.022006
B-136089-1,0.236328,1e-05,0.535995,1e-05,0.066988,0.001552,0.009945,1e-05,0.149151,1e-05
R-023057-4,0.23633,0.346232,1e-05,0.000173,0.046602,0.000256,0.163585,0.173788,0.033014,1e-05
W-027616-4,0.236331,0.049958,0.224193,1e-05,0.059891,0.000379,0.064462,0.278128,0.086638,1e-05
P-022407-2,0.236346,0.109067,0.346256,0.010165,0.066853,1.1e-05,0.015792,0.099655,0.115846,1e-05
Y-149073-9,0.236394,1e-05,0.420295,0.001632,0.080638,1e-05,0.005452,0.110162,0.139906,0.005501
O-126050-4,0.236416,0.040497,0.438684,0.001914,0.060195,1e-05,0.025658,0.041759,0.154857,1e-05
W-155308-2,0.236457,0.091739,0.249433,0.000361,0.06426,0.002125,0.052386,0.212184,0.091045,1e-05
X-092507-6,0.236474,0.285366,1e-05,1e-05,0.054946,1e-05,0.215196,0.174523,0.033091,0.000374
B-013986-7,0.2365,0.067628,0.260213,1e-05,0.060326,0.000353,0.185127,0.055432,0.120023,0.014388
X-150980-3,0.236534,0.269283,0.187921,1e-05,0.072568,1e-05,0.025028,0.150364,0.058271,1e-05
P-114423-7,0.236543,0.080828,0.198044,0.001827,0.070251,0.000437,0.118561,0.222651,0.070847,1e-05
M-132420-1,0.236572,0.110814,0.308509,0.005654,0.058034,0.001734,0.022581,0.148143,0.084202,0.023757
U-022673-9,0.236582,0.141539,0.175541,1e-05,0.063339,0.000735,0.158595,0.138851,0.084798,1e-05
Q-132055-6,0.236588,0.053359,0.358952,0.015002,0.072238,1e-05,0.01885,0.073841,0.13479,0.036369
J-092888-0,0.236626,0.259677,0.224211,1e-05,0.060625,0.000443,1e-05,0.126072,0.076006,0.01632
S-022851-1,0.236669,0.110721,0.316403,0.000606,0.055752,0.00189,0.036517,0.146174,0.095257,1e-05
O-133430-9,0.236683,0.047556,0.439126,0.008669,0.06782,0.00566,1e-05,0.05184,0.142627,1e-05
K-023032-6,0.236705,0.100418,0.182798,0.007722,0.052395,1e-05,0.202686,0.107304,0.109952,1e-05
S-061290-4,0.236713,0.105532,0.265163,4.2e-05,0.056738,0.007387,0.058891,0.15412,0.106111,0.009303
Y-091383-1,0.236749,0.144011,0.145239,0.002518,0.066555,1e-05,0.075539,0.2399,0.055439,0.03404
O-033224-7,0.236753,0.342172,0.100468,1e-05,0.047052,1e-05,0.099846,0.12375,0.049929,1e-05
T-012088-2,0.236809,0.062338,0.427313,0.00936,0.068358,0.00193,0.040269,1e-05,0.119135,0.034479
G-079952-0,0.236826,0.176654,1e-05,1e-05,0.051429,0.000583,0.264163,0.20457,0.065746,1e-05
U-046226-8,0.236839,0.140209,0.294686,0.001372,0.052495,0.000599,0.018837,0.147606,0.107346,1e-05
G-001113-0,0.236903,0.139084,0.339682,1e-05,0.051006,1e-05,1e-05,0.115366,0.117919,1e-05
C-067942-5,0.236915,0.045703,0.385644,0.003081,0.070224,1e-05,0.025767,0.106503,0.126142,1e-05
V-026346-8,0.236922,0.28351,0.139998,1.3e-05,0.06292,1e-05,0.00184,0.20873,0.057696,0.008361
D-126794-8,0.236958,0.105942,0.291129,0.000189,0.065371,0.003311,0.03898,0.14262,0.097579,0.017921
T-153055-1,0.236968,0.063979,0.341725,1e-05,0.065279,0.000798,0.019791,0.131439,0.140002,1e-05
S-134811-0,0.237003,0.173522,0.236218,1e-05,0.072686,1e-05,0.029084,0.18278,0.068678,1e-05
C-013897-6,0.237017,0.183443,0.198351,0.000973,0.055378,1e-05,0.078381,0.115278,0.077425,0.053744
A-043982-9,0.237033,0.091432,0.108506,1e-05,0.068362,1e-05,0.18126,0.234513,0.078863,1e-05
N-041107-5,0.237038,0.294404,0.092852,0.003384,0.052119,0.00186,0.042028,0.211143,0.048776,0.016395
I-143000-8,0.237044,0.024323,0.238407,1e-05,0.062458,1e-05,0.267843,0.045152,0.108947,0.015807
T-048034-3,0.237076,0.027045,0.277966,0.004289,0.073365,0.012181,0.021256,0.206906,0.127745,0.01217
Z-019555-4,0.237087,0.282089,0.06145,1e-05,0.044592,0.000343,0.041125,0.232938,0.052041,0.048326
Z-019168-5,0.23709,1e-05,0.435902,1e-05,0.068392,0.001224,1e-05,0.088562,0.146142,0.022659
T-051607-3,0.237102,0.049323,0.4101,0.00185,0.0628,0.001825,0.035805,0.078209,0.122976,1e-05
L-049996-4,0.237117,0.057149,0.336765,0.002052,0.060251,1e-05,0.075875,0.088177,0.134716,0.007888
I-120104-5,0.237118,0.11279,0.366334,0.012349,0.054971,1e-05,1e-05,0.082182,0.134225,1e-05
A-064646-6,0.237127,0.200734,0.225472,1e-05,0.049849,0.000191,0.02218,0.154255,0.089452,0.020729
Q-040624-0,0.237137,0.090792,0.447902,0.000485,0.061252,1e-05,0.012067,0.023613,0.126732,1e-05
F-028687-4,0.237227,0.06503,0.355526,0.001529,0.059752,1e-05,0.043614,0.099024,0.121735,0.016551
G-156983-1,0.237249,0.198384,0.169714,0.000434,0.056928,1e-05,0.003734,0.24519,0.07415,0.014206
T-049231-4,0.237264,0.185637,1e-05,0.00087,0.056944,0.00279,0.221781,0.222769,0.062379,0.009556
X-133088-6,0.237327,0.010244,0.532376,0.002482,0.071812,1e-05,1e-05,1e-05,0.140107,0.005623
A-015677-0,0.237339,0.354286,0.046593,0.000451,0.05548,1e-05,0.041111,0.200808,0.050591,0.013331
R-039023-7,0.237416,0.150793,0.331392,1e-05,0.06675,1e-05,1e-05,0.067424,0.110809,0.035386
W-037273-0,0.237443,0.213252,0.18052,0.001493,0.058504,0.001399,0.005891,0.238562,0.053009,0.009927
L-102233-4,0.237488,0.127091,0.291454,0.001351,0.065862,0.00457,0.042747,0.10827,0.101681,0.019487
Y-106683-7,0.237522,0.039339,0.362923,0.00406,0.06763,1e-05,0.049765,0.08751,0.120941,0.030299
T-137026-2,0.237541,0.075865,0.230628,0.000103,0.055151,0.001928,0.094918,0.183704,0.097742,0.022418
U-080525-2,0.237543,0.01469,0.40267,1e-05,0.063067,1e-05,0.054128,0.081951,0.123362,0.022569
Y-043953-0,0.237559,1e-05,0.370288,1e-05,0.075233,1e-05,0.166306,1e-05,0.150564,1e-05
O-041405-3,0.237579,0.17955,0.153138,0.002009,0.062585,0.002113,0.039598,0.211029,0.06198,0.050418
P-106260-3,0.237616,0.198804,0.145797,1e-05,0.062022,0.000542,0.054625,0.240512,0.060062,1e-05
R-041705-7,0.237622,0.098439,0.351544,1e-05,0.07155,1e-05,0.071254,0.022614,0.135427,0.011531
S-021276-2,0.237633,0.085848,0.380232,0.00347,0.06522,1e-05,0.019566,0.075843,0.11997,0.012209
Q-053152-6,0.237639,0.10827,0.295621,0.000568,0.06875,1e-05,0.024719,0.169048,0.095364,1e-05
R-023435-2,0.237652,0.136778,0.282172,0.000366,0.072374,1e-05,0.033978,0.139851,0.090079,0.00674
HGDP01300,0.237761,1e-05,1e-05,1e-05,0.014965,0.020611,0.169845,1e-05,0.384914,0.171864
R-034514-1,0.237769,0.111272,0.350376,1e-05,0.068444,0.001325,0.05333,0.071553,0.105912,1e-05
W-090238-9,0.237788,0.166672,0.263218,1.1e-05,0.047242,1e-05,0.003678,0.182367,0.097998,0.001017
N-001912-6,0.23779,0.183861,0.093154,0.003809,0.06026,1e-05,0.0857,0.27384,0.061565,1e-05
Q-071503-9,0.23782,0.065896,0.204984,1e-05,0.068096,1e-05,0.14332,0.175649,0.104206,1e-05
J-097298-6,0.237824,1e-05,0.499949,0.000184,0.068326,1e-05,1e-05,1e-05,0.144739,0.048937
V-078240-0,0.237827,0.149763,0.299377,1e-05,0.06749,1e-05,0.035683,0.092076,0.117752,1e-05
F-148819-8,0.237865,0.275798,0.19152,1e-05,0.05869,1e-05,0.033607,0.136853,0.065638,1e-05
E-095565-1,0.237891,0.189815,0.342595,1e-05,0.060991,0.0038,1e-05,0.039952,0.124927,1e-05
H-077892-0,0.237901,0.063177,0.364826,0.001406,0.06818,1e-05,0.077085,0.049487,0.130171,0.007757
F-085972-0,0.237933,0.206201,0.183917,0.001615,0.06232,3.9e-05,0.027844,0.194984,0.055712,0.029436
T-122437-8,0.237937,1e-05,0.522355,1e-05,0.065034,0.001436,4.1e-05,1e-05,0.148393,0.024773
L-114311-4,0.23794,0.193128,0.17499,1e-05,0.054205,1e-05,0.084678,0.189014,0.066015,1e-05
A-136592-4,0.237941,0.125929,0.180646,1.2e-05,0.052338,1e-05,0.091852,0.195346,0.114281,0.001644
Z-107089-6,0.237954,1e-05,0.217379,0.001016,0.070833,0.002335,0.242938,0.128309,0.099216,1e-05
H-135789-8,0.23799,0.061674,0.401875,0.001967,0.062198,0.001565,0.007988,0.058762,0.131268,0.034712
V-028740-0,0.238019,0.191339,0.287557,0.018158,0.050608,0.001369,1e-05,0.06902,0.107969,0.03595
X-082193-5,0.238023,0.097099,0.411748,0.002825,0.065635,1e-05,0.00694,0.047911,0.129799,1e-05
E-098139-1,0.238034,0.090133,0.351896,1e-05,0.063722,0.001235,0.041778,0.082451,0.130731,1e-05
V-061545-3,0.238085,0.125365,0.231609,0.0021,0.055426,1e-05,0.022961,0.200663,0.079162,0.044619
S-035361-5,0.238123,1e-05,0.45609,0.014554,0.074262,0.001839,0.028505,0.059639,0.117174,0.009806
Y-155283-6,0.238137,0.055869,0.262098,1e-05,0.058981,0.001063,0.033971,0.242747,0.106434,0.00069
J-085976-2,0.23816,0.078722,0.278247,1e-05,0.063399,0.002864,0.036301,0.221617,0.080669,1e-05
C-033796-6,0.238263,0.062457,0.388794,0.000904,0.061288,1e-05,0.011523,0.133188,0.103562,1e-05
A-136826-7,0.238272,0.172457,0.278419,1e-05,0.056164,1e-05,1e-05,0.142996,0.111652,1e-05
D-144749-1,0.238282,0.121982,0.278567,1e-05,0.06159,1e-05,0.025572,0.162645,0.111332,1e-05
S-124731-2,0.238291,0.184314,0.285944,1e-05,0.07209,1e-05,1e-05,0.119219,0.060009,0.040103
Q-062413-1,0.238302,0.026284,0.439927,0.002299,0.06285,1e-05,0.010357,0.053618,0.130781,0.035573
X-031469-1,0.238329,0.039809,0.348263,1e-05,0.066812,1e-05,0.07786,0.111474,0.117423,1e-05
Y-152745-9,0.238338,0.13046,0.22227,0.005109,0.071376,1e-05,0.061756,0.199901,0.070771,1e-05
W-144247-5,0.23836,0.055363,0.28857,1e-05,0.064801,1e-05,0.089785,0.154005,0.109086,1e-05
C-037828-3,0.238366,0.023369,0.483725,0.009312,0.065503,1e-05,0.019465,0.025758,0.134482,1e-05
M-031413-8,0.238455,0.228098,0.22348,0.005209,0.059236,1e-05,0.036447,0.130882,0.078173,1e-05
D-076871-5,0.238489,0.076409,0.311465,1e-05,0.061658,1e-05,0.047695,0.141404,0.121835,0.001025
Z-057904-7,0.238508,0.06708,0.364777,0.010512,0.050346,0.007652,1e-05,0.09264,0.145598,0.022877
Y-080493-1,0.238538,0.035157,0.407759,0.000902,0.069475,1e-05,0.045163,0.045104,0.141725,0.016168
W-076054-7,0.238556,0.048155,0.406856,0.000834,0.071568,1e-05,0.038803,0.05714,0.138067,1e-05
I-098692-9,0.238568,0.19632,0.159839,0.001345,0.051119,0.00832,0.051539,0.19828,0.072988,0.021681
H-089961-9,0.238569,0.182457,1e-05,0.001559,0.051122,1e-05,0.318782,0.158889,0.048593,1e-05
B-149454-1,0.238571,0.322964,0.135688,1.3e-05,0.052681,1e-05,0.025476,0.143392,0.04988,0.031325
P-112371-0,0.23859,0.008559,0.371954,0.000221,0.067339,0.003495,0.155452,0.01581,0.126918,0.011662
A-094184-0,0.238626,0.116412,0.304324,0.015186,0.068719,1e-05,0.013057,0.12961,0.096628,0.017428
F-091768-5,0.238674,0.312742,1e-05,0.002661,0.060391,1e-05,1e-05,0.374173,0.011321,1e-05
W-159700-6,0.238748,0.135711,0.283672,0.002481,0.05286,1e-05,0.066402,0.101637,0.108139,0.010341
B-145494-1,0.23879,0.219676,0.097063,0.001986,0.054306,1e-05,0.115973,0.177041,0.054437,0.040718
X-013973-4,0.238799,0.003414,0.372464,0.000747,0.067515,0.003811,0.026969,0.073801,0.141855,0.070624
U-000884-8,0.23881,0.01258,0.50135,0.002598,0.060576,1e-05,1e-05,0.012537,0.170205,0.001325
S-040554-9,0.238845,0.324793,0.113823,1e-05,0.053991,1e-05,1e-05,0.232479,0.036028,1e-05
D-138449-5,0.238872,0.075031,0.365295,1e-05,0.06134,0.000771,0.027038,0.106352,0.125281,1e-05
B-129555-1,0.238889,0.142691,0.1226,1e-05,0.064145,0.001664,0.163243,0.19038,0.076368,1e-05
V-119271-5,0.238908,0.26602,0.071695,0.000168,0.059039,1e-05,0.061275,0.274093,0.028782,1e-05
K-151102-2,0.238931,0.133433,0.261603,1e-05,0.057286,1e-05,0.061286,0.11518,0.098524,0.033738
R-117125-6,0.238937,0.076414,0.260329,1e-05,0.062123,1e-05,0.056391,0.168004,0.137772,1e-05
M-068798-1,0.238981,0.181051,0.139041,0.0013,0.07651,1e-05,1e-05,0.316952,0.046135,1e-05
T-153082-4,0.238986,0.11516,0.325234,0.001595,0.060679,1e-05,0.00652,0.144051,0.097692,0.010073
V-133158-7,0.239011,0.098569,0.364958,1e-05,0.0733,1e-05,0.024968,0.078562,0.120604,1e-05
N-133600-8,0.239024,0.214417,0.039647,0.000509,0.055531,1e-05,0.131031,0.252598,0.067222,1e-05
Q-122308-1,0.239067,0.039806,0.431321,0.000565,0.067811,1e-05,0.018832,0.043921,0.130439,0.028228
T-161371-1,0.239073,0.029457,0.29597,0.002691,0.062912,1e-05,0.047274,0.198444,0.107714,0.016455
M-058898-1,0.239084,0.304741,1e-05,1e-05,0.065166,0.001898,1e-05,0.383896,0.003748,0.001437
Z-141496-1,0.239087,0.023739,0.474655,0.001866,0.069061,0.001405,4.5e-05,0.036629,0.153503,1e-05
A-071567-5,0.239091,1e-05,0.526901,1e-05,0.074025,1e-05,0.003739,0.010543,0.143899,0.001772
B-077616-4,0.239111,0.299136,1e-05,1e-05,0.059461,0.001353,0.076738,0.290534,0.033636,1e-05
W-132259-4,0.239121,0.133747,0.293657,0.00305,0.05274,1e-05,1e-05,0.131037,0.122296,0.024332
S-075402-9,0.239131,0.063007,0.248458,0.004785,0.060602,0.008945,0.0249,0.165691,0.149854,0.034629
S-147510-3,0.239156,0.179673,0.158736,0.001304,0.051462,1e-05,0.061508,0.229637,0.06866,0.009854
Q-014137-5,0.239159,1e-05,0.448117,0.001239,0.066525,0.001188,0.038261,0.051343,0.135257,0.018901
Z-148435-2,0.239173,0.253958,1e-05,1e-05,0.048954,1e-05,0.165573,0.261316,0.030987,1e-05
T-082612-5,0.239181,0.001379,0.421432,1e-05,0.064377,1e-05,0.067678,0.061023,0.123164,0.021745
V-108840-1,0.239226,0.072736,0.234409,0.001109,0.061089,1e-05,0.072344,0.175537,0.116487,0.027053
R-021707-7,0.239248,0.047621,0.396145,1e-05,0.068035,1e-05,0.034881,0.071784,0.116956,0.02531
I-010430-7,0.239249,0.165969,0.277687,0.005412,0.05555,0.002482,0.05344,0.0929,0.098919,0.008393
A-137393-5,0.239276,0.01347,0.49403,0.001139,0.060925,1e-05,1e-05,1e-05,0.160846,0.030284
A-058445-0,0.239283,0.076997,0.388408,1e-05,0.055868,1e-05,0.007041,0.07003,0.132676,0.029676
C-023977-4,0.239288,0.105102,0.239503,1e-05,0.065208,0.0062,0.035268,0.195543,0.106359,0.007519
H-130003-7,0.239305,1e-05,0.468466,0.000684,0.070422,1e-05,0.038697,1e-05,0.145895,0.0365
T-157420-2,0.239358,0.071412,0.428376,0.002616,0.058527,0.002397,0.024393,0.012698,0.136825,0.023401
X-154427-1,0.239405,0.050232,0.365449,0.001479,0.067844,1e-05,0.033441,0.081136,0.125722,0.035282
A-025577-0,0.239443,0.02382,0.392497,0.002579,0.073671,1e-05,0.053319,0.072152,0.129562,0.012946
L-160004-9,0.239456,0.104838,0.313145,3.2e-05,0.068632,1e-05,0.035583,0.128862,0.109432,1e-05
F-019588-5,0.239484,0.061123,0.443452,0.002568,0.077795,1e-05,0.001699,0.014581,0.133899,0.025389
A-156284-3,0.239489,1e-05,0.020321,0.042341,0.08176,0.079933,0.015981,0.37249,0.07099,0.076687
K-005023-7,0.239501,0.133754,0.158806,0.002536,0.06588,0.000581,0.052018,0.258461,0.061695,0.026769
R-063440-3,0.239528,0.099188,1e-05,1e-05,0.06767,1e-05,0.311807,0.196628,0.085139,1e-05
B-093456-4,0.23957,0.13411,0.38385,0.001736,0.067145,0.000119,0.00954,0.052223,0.107742,0.003966
X-133916-9,0.239575,0.11431,0.319708,1e-05,0.062343,0.001408,0.026624,0.110882,0.109948,0.015193
X-017717-2,0.239607,0.123457,0.339832,0.001182,0.066508,1e-05,1e-05,0.116094,0.11329,1e-05
P-122361-9,0.239636,1e-05,0.469803,1e-05,0.071769,1e-05,0.015645,0.029307,0.134265,0.039545
R-024272-7,0.239683,0.053167,0.299038,1e-05,0.074596,0.001216,0.127496,0.058884,0.131567,0.014342
P-143412-5,0.239698,0.056783,0.455524,1e-05,0.07047,0.001825,1e-05,0.035237,0.123736,0.016707
S-072531-9,0.239703,0.110351,1e-05,0.000765,0.061452,0.002624,0.332188,0.164914,0.087983,1e-05
U-129701-0,0.23977,0.11852,0.370133,1e-05,0.057379,1e-05,0.008127,0.069854,0.125662,0.010534
T-074350-1,0.239771,0.129787,0.259144,1.6e-05,0.065018,1e-05,0.040471,0.153715,0.072005,0.040063
E-082596-1,0.239791,0.082194,0.425412,1e-05,0.072577,1e-05,0.011758,0.048868,0.119371,1e-05
I-058498-9,0.239815,0.209805,0.050567,1.2e-05,0.03567,1e-05,1e-05,0.123683,0.050752,0.289675
R-110285-5,0.239817,1e-05,0.439619,0.010885,0.077967,0.002189,7e-05,0.06688,0.144401,0.018163
V-061572-6,0.239918,0.235168,0.229727,0.001263,0.052189,1e-05,1e-05,0.158761,0.082944,1e-05
T-117433-3,0.239933,0.313805,0.086551,1e-05,0.046348,0.011155,0.115575,0.118735,0.067876,1e-05
B-078417-5,0.240016,1e-05,0.293388,1e-05,0.076847,0.000233,0.112913,0.153209,0.120656,0.002718
M-153210-1,0.240072,0.119759,0.333576,0.005321,0.047987,1e-05,1e-05,0.106559,0.146695,1e-05
T-120286-1,0.240075,1e-05,0.458723,1e-05,0.075554,7.2e-05,1e-05,0.056454,0.131621,0.037471
U-113609-4,0.240146,0.089418,0.40484,0.00012,0.074219,1e-05,1e-05,0.042812,0.126384,0.022041
U-024527-6,0.24019,0.013272,0.362346,1e-05,0.059923,1e-05,0.115528,0.059398,0.149313,1e-05
Q-132424-3,0.240191,0.103486,0.289299,1e-05,0.056286,0.00079,1e-05,0.205523,0.104396,1e-05
D-090578-9,0.240211,0.080826,0.386653,0.001036,0.051072,0.000836,0.010202,0.062743,0.131432,0.034989
Y-127266-6,0.240218,0.034482,0.383614,1e-05,0.065524,1e-05,0.053172,0.01146,0.1402,0.07131
U-125165-2,0.240233,0.018466,0.353547,0.000948,0.060252,0.00162,0.024603,0.181777,0.118543,1e-05
S-085500-9,0.240335,0.107551,0.28083,1e-05,0.075291,1e-05,0.080192,0.11221,0.103561,1e-05
W-051565-3,0.240386,0.04932,1e-05,0.520847,0.043601,0.009441,1e-05,0.103106,0.03327,1e-05
Z-069136-2,0.240421,0.082085,0.365193,0.005112,0.068261,1e-05,1e-05,0.071885,0.143284,0.02374
O-045221-9,0.240448,1e-05,0.502706,0.003289,0.069776,1e-05,0.000179,0.030323,0.153248,1e-05
V-135156-9,0.240478,0.124813,0.294371,1e-05,0.070908,0.001373,0.014233,0.108611,0.105493,0.039709
X-108473-0,0.240502,1e-05,0.482794,0.003152,0.06799,1e-05,0.028439,1e-05,0.155477,0.021617
I-147769-6,0.240535,1e-05,0.327319,0.001379,0.07184,0.000151,0.00629,0.187456,0.101703,0.063317
U-154325-7,0.240563,0.07762,0.230429,1e-05,0.062295,0.001068,0.066668,0.193804,0.083883,0.043659
B-146349-7,0.240582,0.09919,0.299326,1e-05,0.062171,0.000841,0.035975,0.147733,0.108269,0.005902
G-095459-6,0.240611,0.139008,0.191293,0.001243,0.070997,1e-05,1e-05,0.283463,0.073355,1e-05
Y-103587-4,0.240624,0.389641,0.122042,1e-05,0.043376,0.001615,0.072098,0.063012,0.042127,0.025457
M-101316-9,0.240657,0.304713,1e-05,0.001521,0.04558,1e-05,0.085592,0.253817,0.046239,0.021861
W-123655-5,0.240697,1e-05,0.33843,1e-05,0.067336,0.000822,0.016356,0.168668,0.12334,0.044331
S-108270-0,0.240727,0.110231,0.353472,1.3e-05,0.067926,1e-05,0.039898,0.102477,0.085236,1e-05
T-152263-1,0.240733,0.182545,0.111105,1e-05,0.066137,1e-05,0.152581,0.190012,0.056856,1e-05
Z-049246-3,0.24074,0.123846,0.296661,1e-05,0.057342,1e-05,0.038358,0.142169,0.100853,1e-05
D-143759-1,0.240753,0.105124,0.281643,0.009925,0.07418,1e-05,0.022873,0.163954,0.101527,1e-05
T-026326-0,0.240773,0.020818,0.423594,0.003049,0.064127,0.000688,1e-05,0.064874,0.152231,0.029836
Y-008916-1,0.24078,0.172854,0.114932,1e-05,0.054323,0.000466,0.112828,0.219425,0.067148,0.017234
S-160155-0,0.240822,0.149087,0.277018,1e-05,0.063243,1e-05,0.010707,0.152415,0.100536,0.006152
G-067559-8,0.240837,0.071162,0.370514,0.002716,0.07568,0.002787,0.008281,0.12144,0.106517,6.5e-05
X-011876-2,0.240849,0.13246,0.197613,1e-05,0.078883,1e-05,1e-05,0.267136,0.075953,0.007076
R-014417-1,0.240872,0.135972,0.250564,0.001045,0.051715,0.000154,0.050518,0.155291,0.099649,0.01422
Q-023731-4,0.240874,0.020349,0.332752,0.000586,0.068794,0.000408,0.038653,0.192576,0.090883,0.014125
Y-117780-8,0.240882,0.066397,0.284177,0.001271,0.067029,0.003562,0.110737,0.131436,0.089379,0.005131
W-077161-9,0.240886,0.388663,0.134568,1e-05,0.040999,0.00295,0.010566,0.137493,0.043855,1e-05
H-089682-1,0.240963,0.105281,0.195216,1e-05,0.072466,1e-05,0.19011,0.109385,0.084228,0.00233
Y-090690-1,0.240981,0.280316,0.153083,1e-05,0.049798,3e-05,0.075641,0.108416,0.091716,1e-05
T-074080-4,0.240981,0.209936,0.190599,0.000323,0.062014,0.003572,0.038956,0.139091,0.079818,0.034711
P-117204-8,0.240986,0.323356,0.10479,1e-05,0.053157,0.001365,0.03571,0.215764,0.024853,1e-05
W-138055-0,0.240991,1e-05,0.473108,1e-05,0.077683,0.001885,0.012893,0.021879,0.136187,0.035355
B-067464-9,0.24101,0.125711,0.314167,1e-05,0.0635,1e-05,0.0097,0.136655,0.109228,1e-05
D-128828-3,0.241055,0.136771,0.37409,0.000365,0.064279,1e-05,1e-05,0.040402,0.114119,0.0289
W-024574-7,0.241103,0.112051,0.34607,0.003332,0.0712,0.000157,0.018589,0.073012,0.101426,0.03306
V-117174-3,0.241111,0.14696,0.316692,0.003353,0.057704,1e-05,0.030141,0.116606,0.087412,1e-05
O-061511-4,0.241124,1e-05,0.35365,0.000325,0.056682,0.006218,0.1594,1e-05,0.167355,0.015226
