Sample,Population code,Population,Superpopulation code,Superpopulation,Source,Latitude,Longitude,Region,Sample Alias,Country,Town,Single_Ancestry,0,1,2,3,4,5,assignment
P-001671-8,,,,,,,,,,,,,0.309313,0.607216,1e-05,1e-05,1e-05,0.083441,1
P-001752-6,,,,,,,,,,,,,0.370713,0.397186,0.126616,0.072048,0.033427,1e-05,1
P-001806-1,,,,,,,,,,,,,0.815582,0.021592,0.002006,0.103612,1e-05,0.057199,0
P-001824-3,,,,,,,,,,,,,1e-05,1e-05,0.010335,0.934341,8.6e-05,0.055218,3
P-001914-2,,,,,,,,,,,,,0.50402,0.294747,1e-05,0.132776,1e-05,0.068436,0
P-001932-4,,,,,,,,,,,,,0.155143,0.729567,1e-05,0.044492,0.000143,0.070644,1
P-002319-3,,,,,,,,,,,,,0.137604,0.66232,1e-05,0.119737,1e-05,0.080319,1
P-002436-5,,,,,,,,,,,,,0.116731,0.734414,1e-05,0.048988,1e-05,0.099846,1
P-002742-6,,,,,,,,,,,,,0.111025,0.775631,1e-05,0.026792,1e-05,0.086532,1
P-002904-2,,,,,,,,,,,,,0.390873,0.399298,0.001376,0.135684,0.002294,0.070475,1
P-003174-0,,,,,,,,,,,,,0.126758,0.651569,1e-05,0.141225,9.2e-05,0.080346,1
P-003183-1,,,,,,,,,,,,,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,2
P-003309-3,,,,,,,,,,,,,0.722485,0.119735,1e-05,0.105102,0.000234,0.052434,0
P-003381-1,,,,,,,,,,,,,0.230905,0.610767,1e-05,0.08152,1e-05,0.076788,1
P-003453-8,,,,,,,,,,,,,0.14709,0.663901,1e-05,0.107307,0.00159,0.080102,1
P-003471-0,,,,,,,,,,,,,0.625652,0.209246,0.013755,0.097227,1e-05,0.05411,0
P-003642-7,,,,,,,,,,,,,0.1746,0.688878,1e-05,0.046242,0.003298,0.086972,1
P-003660-9,,,,,,,,,,,,,0.871739,1e-05,0.009683,0.077429,1e-05,0.041129,0
P-003750-8,,,,,,,,,,,,,0.327258,0.593726,0.001141,1e-05,1e-05,0.077855,1
P-003912-4,,,,,,,,,,,,,0.174025,0.642023,1e-05,0.089555,0.004983,0.089404,1
P-004074-1,,,,,,,,,,,,,0.176808,0.619799,1e-05,0.130148,0.001428,0.071807,1
P-004137-7,,,,,,,,,,,,,0.041741,0.257205,0.003722,0.037252,0.368092,0.291987,4
P-004173-1,,,,,,,,,,,,,0.415918,0.405247,1e-05,0.106856,0.000171,0.071798,0
P-004317-5,,,,,,,,,,,,,0.289785,0.625212,0.005282,1e-05,0.001339,0.078372,1
P-004461-0,,,,,,,,,,,,,0.694012,0.047199,0.000138,0.207668,1e-05,0.050972,0
P-004470-1,,,,,,,,,,,,,0.141681,0.721153,1e-05,0.039217,0.000296,0.097643,1
P-004533-7,,,,,,,,,,,,,0.162293,0.610878,1e-05,0.141546,1e-05,0.085264,1
P-004902-4,,,,,,,,,,,,,0.103051,0.57939,0.005599,0.230521,1e-05,0.081429,1
P-004920-6,,,,,,,,,,,,,0.64673,0.278117,1e-05,0.028532,1e-05,0.046601,0
P-005118-6,,,,,,,,,,,,,0.296847,0.599821,0.009725,0.01092,1e-05,0.082677,1
P-005127-7,,,,,,,,,,,,,0.105055,0.736171,1e-05,0.062983,0.000246,0.095535,1
P-005217-6,,,,,,,,,,,,,0.117503,0.619334,1e-05,0.162324,0.00313,0.0977,1
P-005235-8,,,,,,,,,,,,,0.143174,0.659625,0.001936,0.110867,1e-05,0.084389,1
P-005343-9,,,,,,,,,,,,,1e-05,0.048275,1e-05,0.01416,0.552343,0.385202,4
P-005352-0,,,,,,,,,,,,,0.471998,0.347689,0.00474,0.109282,2.1e-05,0.066271,0
P-005622-7,,,,,,,,,,,,,0.930992,1e-05,0.006715,0.016456,1e-05,0.045818,0
P-006270-3,,,,,,,,,,,,,0.231519,0.634993,1e-05,0.063373,9.3e-05,0.070012,1
P-007044-1,,,,,,,,,,,,,0.926165,1e-05,0.003202,0.036135,1e-05,0.034478,0
P-007053-2,,,,,,,,,,,,,0.536125,0.250183,0.00535,0.150942,1e-05,0.05739,0
P-007224-9,,,,,,,,,,,,,0.269386,0.544121,1e-05,0.095075,0.005083,0.086326,1
P-007314-8,,,,,,,,,,,,,0.130631,0.708237,0.000627,0.06985,1e-05,0.090645,1
P-007512-8,,,,,,,,,,,,,0.098132,0.7173,1e-05,0.092045,0.001427,0.091086,1
P-007602-7,,,,,,,,,,,,,0.119362,0.727166,1e-05,0.063957,3.8e-05,0.089468,1
P-008124-0,,,,,,,,,,,,,0.294719,0.489079,6.3e-05,0.135701,1e-05,0.080428,1
P-008421-0,,,,,,,,,,,,,0.111164,0.702521,1e-05,0.084671,4.4e-05,0.10159,1
P-009204-9,,,,,,,,,,,,,0.144016,0.665163,1e-05,0.084836,0.001445,0.104531,1
P-009600-9,,,,,,,,,,,,,0.125904,0.70227,1e-05,0.084436,2.2e-05,0.087358,1
P-010185-8,,,,,,,,,,,,,0.140057,0.696077,0.001993,0.073222,0.000659,0.087992,1
P-010194-9,,,,,,,,,,,,,0.801079,0.09148,0.0588,1e-05,1e-05,0.04862,0
P-010248-4,,,,,,,,,,,,,0.29136,0.492677,1e-05,0.144706,0.000435,0.070812,1
P-010275-7,,,,,,,,,,,,,0.143834,0.681314,0.002038,0.092837,1e-05,0.079967,1
P-010365-6,,,,,,,,,,,,,0.155054,0.594166,1e-05,0.171849,1.1e-05,0.07891,1
P-010536-3,,,,,,,,,,,,,0.296138,0.538007,0.000766,0.080092,1e-05,0.084987,1
P-010662-6,,,,,,,,,,,,,0.357186,0.399296,1e-05,0.175465,1e-05,0.068033,1
P-010671-7,,,,,,,,,,,,,0.135108,0.723293,1e-05,0.048077,0.001786,0.091725,1
P-010707-0,,,,,,,,,,,,,0.30363,0.546266,0.001993,0.066282,1e-05,0.081819,1
P-010743-4,,,,,,,,,,,,,0.173967,0.692154,1e-05,0.043504,0.000227,0.090139,1
P-010815-1,,,,,,,,,,,,,0.28737,0.588405,0.006653,0.039707,1e-05,0.077855,1
P-010860-6,,,,,,,,,,,,,0.096401,0.720524,1e-05,0.077636,0.000998,0.104431,1
P-010905-0,,,,,,,,,,,,,0.470982,0.42898,1e-05,0.03271,1e-05,0.067308,0
P-010932-3,,,,,,,,,,,,,0.131239,0.745613,1e-05,0.041248,0.000727,0.081164,1
P-010941-4,,,,,,,,,,,,,0.109558,0.422504,1e-05,0.392811,0.002506,0.072612,1
P-011193-0,,,,,,,,,,,,,0.52058,0.362275,0.001267,0.059139,1e-05,0.056729,0
P-011247-5,,,,,,,,,,,,,0.231648,0.662792,1e-05,0.028838,0.000155,0.076558,1
P-011364-7,,,,,,,,,,,,,0.162137,0.678636,1e-05,0.063384,0.000366,0.095467,1
P-011373-8,,,,,,,,,,,,,0.408151,0.346851,1e-05,0.168753,0.000895,0.07534,0
P-011418-2,,,,,,,,,,,,,0.347119,0.41413,0.003803,0.170482,0.002277,0.062188,1
P-012147-6,,,,,,,,,,,,,0.262347,0.584469,0.006251,0.083043,1e-05,0.06388,1
P-012174-9,,,,,,,,,,,,,0.193345,0.703108,0.001923,0.016345,0.000613,0.084666,1
P-012183-0,,,,,,,,,,,,,0.277767,0.64928,0.006964,1e-05,1e-05,0.065969,1
P-012192-1,,,,,,,,,,,,,0.190846,0.571914,1e-05,0.166879,1e-05,0.070341,1
P-012282-0,,,,,,,,,,,,,0.388469,0.502347,1e-05,0.031414,0.000846,0.076914,1
P-012345-6,,,,,,,,,,,,,0.156337,0.659884,1e-05,0.105674,1e-05,0.078085,1
P-012615-3,,,,,,,,,,,,,0.217627,0.604413,0.001628,0.093108,0.000291,0.082933,1
P-012741-6,,,,,,,,,,,,,0.352716,0.553574,0.016748,0.010833,0.000251,0.065878,1
P-013083-1,,,,,,,,,,,,,0.257726,0.515325,0.000285,0.147525,0.000545,0.078593,1
P-013245-7,,,,,,,,,,,,,0.099378,0.72977,1e-05,0.076029,0.002253,0.092559,1
P-013272-0,,,,,,,,,,,,,0.184468,0.63639,0.001433,0.088894,0.000294,0.08852,1
P-013308-3,,,,,,,,,,,,,0.141107,0.685773,0.004604,0.078403,0.004152,0.08596,1
P-013335-6,,,,,,,,,,,,,0.224008,0.574581,0.000393,0.131153,1e-05,0.069854,1
P-013362-9,,,,,,,,,,,,,0.181908,0.689392,0.002089,0.031379,1e-05,0.095222,1
P-013443-7,,,,,,,,,,,,,0.204116,0.577825,1e-05,0.132388,0.001779,0.083882,1
P-013821-5,,,,,,,,,,,,,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,2
P-014064-0,,,,,,,,,,,,,0.248917,0.615423,1e-05,0.05747,0.000544,0.077638,1
P-014154-9,,,,,,,,,,,,,0.077005,0.662537,1e-05,0.170913,0.002843,0.086692,1
P-014208-4,,,,,,,,,,,,,0.160043,0.580144,1e-05,0.162903,0.000186,0.096714,1
P-014271-1,,,,,,,,,,,,,0.200063,0.57423,1e-05,0.148863,0.001272,0.075561,1
P-014613-5,,,,,,,,,,,,,0.163605,0.581866,1e-05,0.16788,0.000336,0.086303,1
P-014703-4,,,,,,,,,,,,,0.164874,0.686973,0.001165,0.061702,0.000361,0.084925,1
P-015045-9,,,,,,,,,,,,,0.172578,0.685238,1e-05,0.04859,1e-05,0.093573,1
P-015126-7,,,,,,,,,,,,,0.180205,0.504851,0.003938,0.242517,0.000381,0.068107,1
P-015144-9,,,,,,,,,,,,,0.176512,0.598527,1e-05,0.143882,1e-05,0.081059,1
P-015432-8,,,,,,,,,,,,,0.344786,0.375925,1e-05,0.208631,1e-05,0.070637,1
P-015540-9,,,,,,,,,,,,,0.183631,0.572161,1e-05,0.154598,0.000134,0.089466,1
P-016242-0,,,,,,,,,,,,,0.71005,0.153269,0.11279,1e-05,0.02387,1e-05,0
P-016431-9,,,,,,,,,,,,,0.112029,0.711936,1e-05,0.076592,1e-05,0.099423,1
P-017034-0,,,,,,,,,,,,,0.215348,0.673422,1e-05,0.024093,0.000719,0.086408,1
P-017043-1,,,,,,,,,,,,,0.186328,0.661517,9.2e-05,0.06865,1e-05,0.083403,1
P-017151-2,,,,,,,,,,,,,0.045967,0.822947,1e-05,0.022693,1e-05,0.108373,1
P-017241-1,,,,,,,,,,,,,0.957437,1e-05,0.002682,1e-05,1e-05,0.039851,0
P-017304-7,,,,,,,,,,,,,0.163343,0.597653,0.002302,0.163966,0.003065,0.06967,1
P-017322-9,,,,,,,,,,,,,0.127614,0.699121,0.003036,0.082713,0.000596,0.08692,1
P-017331-0,,,,,,,,,,,,,0.562327,0.16052,0.004921,0.223946,1e-05,0.048277,0
P-017700-7,,,,,,,,,,,,,0.17756,0.58734,1e-05,0.151154,0.00241,0.081526,1
P-018033-1,,,,,,,,,,,,,0.147196,0.695739,1e-05,0.067192,0.00075,0.089113,1
P-018240-2,,,,,,,,,,,,,0.289572,0.604547,1e-05,0.030385,0.000517,0.07497,1
P-018411-9,,,,,,,,,,,,,0.303276,0.603115,0.00456,1e-05,1e-05,0.089029,1
P-019005-9,,,,,,,,,,,,,0.25917,0.409593,1e-05,0.253729,1e-05,0.077489,1
P-019131-2,,,,,,,,,,,,,0.775267,1e-05,0.006794,0.161761,1e-05,0.056158,0
P-019500-9,,,,,,,,,,,,,0.129019,0.529461,1e-05,0.253521,1e-05,0.087979,1
P-020274-7,,,,,,,,,,,,,0.11861,0.730684,1e-05,0.070928,0.000316,0.079452,1
P-020292-9,,,,,,,,,,,,,0.233573,0.57751,1e-05,0.119737,1e-05,0.069161,1
P-020355-5,,,,,,,,,,,,,0.164857,0.651533,1e-05,0.1061,1e-05,0.077491,1
P-020391-9,,,,,,,,,,,,,0.093088,0.731172,1e-05,0.081601,0.000879,0.09325,1
P-020463-6,,,,,,,,,,,,,1e-05,1e-05,1e-05,0.933246,0.00135,0.065374,3
P-020904-0,,,,,,,,,,,,,0.375308,0.395886,0.000938,0.151897,1e-05,0.075961,1
P-021444-5,,,,,,,,,,,,,0.156773,0.679567,1e-05,0.080549,1e-05,0.083091,1
P-021507-1,,,,,,,,,,,,,0.423453,0.37258,1e-05,0.135688,1e-05,0.068259,0
P-021642-5,,,,,,,,,,,,,0.243364,0.555731,0.015428,0.105033,0.004592,0.075853,1
P-021741-5,,,,,,,,,,,,,0.135784,0.682971,1e-05,0.092815,0.000442,0.087978,1
P-022146-6,,,,,,,,,,,,,0.829818,0.002572,0.001422,0.136009,1e-05,0.030169,0
P-022164-8,,,,,,,,,,,,,0.113653,0.741424,1e-05,0.05457,1e-05,0.090333,1
P-022182-0,,,,,,,,,,,,,0.124363,0.689491,1e-05,0.096876,1e-05,0.08925,1
P-022290-1,,,,,,,,,,,,,0.109776,0.727966,0.000386,0.055142,0.004659,0.102071,1
P-022407-2,,,,,,,,,,,,,0.16397,0.691584,0.00162,0.046564,0.006758,0.089503,1
P-022425-4,,,,,,,,,,,,,0.145365,0.661834,1e-05,0.112354,1e-05,0.080428,1
P-022470-9,,,,,,,,,,,,,0.49866,0.25547,0.004956,0.18754,0.000425,0.052949,0
P-022515-3,,,,,,,,,,,,,0.229385,0.601673,0.01729,0.064712,0.000711,0.08623,1
P-022704-2,,,,,,,,,,,,,0.400353,0.295529,1e-05,0.240379,0.001934,0.061795,0
P-022830-5,,,,,,,,,,,,,0.373963,0.428375,0.005614,0.118813,1e-05,0.073225,1
P-023037-6,,,,,,,,,,,,,1e-05,1e-05,1e-05,0.928186,1e-05,0.071774,3
P-023136-6,,,,,,,,,,,,,1e-05,0.021946,1e-05,1e-05,0.574153,0.40387,4
P-023244-7,,,,,,,,,,,,,0.109954,0.533558,1e-05,0.285584,0.000882,0.070013,1
P-023253-8,,,,,,,,,,,,,0.073939,0.793101,1e-05,0.042587,1e-05,0.090353,1
P-023730-6,,,,,,,,,,,,,0.100674,0.513254,1e-05,0.307591,0.000135,0.078336,1
P-023910-4,,,,,,,,,,,,,0.154777,0.578599,1e-05,0.175697,1e-05,0.090907,1
P-024036-7,,,,,,,,,,,,,0.098318,0.720731,1e-05,0.076184,0.00207,0.102687,1
P-024234-7,,,,,,,,,,,,,0.118484,0.71768,0.001336,0.059941,1e-05,0.102549,1
P-024711-5,,,,,,,,,,,,,0.085205,0.758572,1e-05,0.063682,0.000333,0.092197,1
P-025314-6,,,,,,,,,,,,,0.84051,1e-05,1e-05,0.117223,1e-05,0.042237,0
P-025323-7,,,,,,,,,,,,,1e-05,1e-05,0.000206,1e-05,0.599955,0.399809,4
P-026043-0,,,,,,,,,,,,,1e-05,0.124516,0.003462,0.013396,0.500377,0.358239,4
P-026205-6,,,,,,,,,,,,,0.3316,0.540013,0.001082,0.054103,1e-05,0.073191,1
P-026412-7,,,,,,,,,,,,,0.117489,0.71156,1e-05,0.068377,0.003192,0.099372,1
P-026502-6,,,,,,,,,,,,,0.221438,0.530526,1e-05,0.161371,0.000408,0.086248,1
P-026520-8,,,,,,,,,,,,,0.27817,0.621761,1e-05,0.017476,1e-05,0.082573,1
P-027150-2,,,,,,,,,,,,,0.137786,0.651246,0.01668,0.092786,1e-05,0.101492,1
P-027213-8,,,,,,,,,,,,,0.421025,0.461415,0.002283,0.028572,1e-05,0.086695,1
P-027510-8,,,,,,,,,,,,,0.344673,0.518211,0.004126,0.052731,0.000126,0.080134,1
P-028311-9,,,,,,,,,,,,,0.582709,0.010626,0.010403,0.341117,0.007589,0.047557,0
P-029031-2,,,,,,,,,,,,,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,2
P-029040-3,,,,,,,,,,,,,0.022542,0.810696,0.001179,0.071721,1e-05,0.093851,1
P-029103-9,,,,,,,,,,,,,0.083722,0.764428,1e-05,0.051916,0.005899,0.094024,1
P-029121-1,,,,,,,,,,,,,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,2
P-030057-5,,,,,,,,,,,,,0.003106,0.029051,1e-05,1e-05,0.560409,0.407413,4
P-030156-5,,,,,,,,,,,,,0.318758,0.569396,0.003392,0.039976,1e-05,0.068469,1
P-030183-8,,,,,,,,,,,,,0.133328,0.680097,1e-05,0.095127,4.8e-05,0.09139,1
P-030228-2,,,,,,,,,,,,,0.448977,0.443735,0.002284,0.032003,1e-05,0.072991,0
P-030282-8,,,,,,,,,,,,,0.172881,0.468624,0.049095,0.186238,0.000191,0.122971,1
P-030390-9,,,,,,,,,,,,,0.120801,0.699278,0.001043,0.085059,0.000715,0.093105,1
P-031038-4,,,,,,,,,,,,,0.439163,0.41984,0.00354,0.081866,1e-05,0.055581,0
P-031065-7,,,,,,,,,,,,,0.156516,0.665193,1e-05,0.083027,0.003814,0.09144,1
P-031074-8,,,,,,,,,,,,,0.835548,1e-05,0.002361,0.116195,1e-05,0.045876,0
P-031173-8,,,,,,,,,,,,,0.368018,0.464889,1e-05,0.09072,1e-05,0.076353,1
P-031182-9,,,,,,,,,,,,,0.172846,0.670143,0.001511,0.076437,0.00014,0.078924,1
P-031425-3,,,,,,,,,,,,,0.28529,0.508363,1e-05,0.131243,1e-05,0.075084,1
P-031443-5,,,,,,,,,,,,,0.189556,0.59447,1e-05,0.141609,1e-05,0.074345,1
P-031632-4,,,,,,,,,,,,,0.102885,0.680796,1e-05,0.122037,0.000896,0.093376,1
P-032019-3,,,,,,,,,,,,,0.767281,0.042801,0.004052,0.143072,1e-05,0.042784,0
P-032028-4,,,,,,,,,,,,,0.146438,0.643211,1e-05,0.117146,1e-05,0.093185,1
P-032217-3,,,,,,,,,,,,,0.174676,0.625391,1e-05,0.099435,0.000262,0.100226,1
P-032226-4,,,,,,,,,,,,,0.235944,0.497684,1e-05,0.211172,1e-05,0.055181,1
P-032253-7,,,,,,,,,,,,,0.151455,0.69187,1e-05,0.072569,0.001195,0.082901,1
P-032316-3,,,,,,,,,,,,,0.157529,0.679236,1e-05,0.087478,0.001978,0.07377,1
P-032343-6,,,,,,,,,,,,,0.861847,0.023683,0.022913,0.046554,1e-05,0.044994,0
P-032361-8,,,,,,,,,,,,,0.176962,0.632381,1e-05,0.103518,0.002132,0.084996,1
P-032442-6,,,,,,,,,,,,,0.185355,0.549623,1e-05,0.183598,1e-05,0.081405,1
P-032505-2,,,,,,,,,,,,,0.109954,0.726718,1e-05,0.06979,1e-05,0.093518,1
P-032820-4,,,,,,,,,,,,,0.157563,0.015121,0.292178,0.383771,0.01131,0.140057,3
P-033009-3,,,,,,,,,,,,,0.106748,0.73388,1e-05,0.058002,1e-05,0.10135,1
P-033045-7,,,,,,,,,,,,,0.064559,0.748496,0.001179,0.080626,1e-05,0.105129,1
P-033135-6,,,,,,,,,,,,,0.652429,0.251423,0.047795,1e-05,1e-05,0.048332,0
P-033207-3,,,,,,,,,,,,,0.369688,0.553412,0.009358,1e-05,1e-05,0.067523,1
P-033441-7,,,,,,,,,,,,,0.485783,0.327993,0.001475,0.117491,1e-05,0.067247,0
P-033513-4,,,,,,,,,,,,,1e-05,0.186122,1e-05,0.009024,0.462195,0.34264,4
P-034017-5,,,,,,,,,,,,,0.097426,0.456765,0.006227,0.369592,1e-05,0.069979,1
P-034161-0,,,,,,,,,,,,,0.121719,0.728462,1e-05,0.062743,1e-05,0.087057,1
P-034224-6,,,,,,,,,,,,,0.681069,0.010079,0.002091,0.268395,1e-05,0.038356,0
P-034323-6,,,,,,,,,,,,,0.108052,0.726464,1e-05,0.075566,1e-05,0.089898,1
P-034512-5,,,,,,,,,,,,,0.106227,0.699954,1e-05,0.090468,1e-05,0.103331,1
P-035025-7,,,,,,,,,,,,,0.110309,0.682143,1e-05,0.121801,1e-05,0.085728,1
P-035142-9,,,,,,,,,,,,,0.31389,0.483333,0.002453,0.11426,1e-05,0.086054,1
P-035214-6,,,,,,,,,,,,,0.088825,0.699257,1e-05,0.122953,0.000802,0.088154,1
P-035232-8,,,,,,,,,,,,,0.141696,0.683203,0.000794,0.093783,0.001171,0.079353,1
P-035313-6,,,,,,,,,,,,,0.760219,0.113182,1e-05,0.080493,1e-05,0.046085,0
P-035700-5,,,,,,,,,,,,,0.173788,0.553463,0.004088,0.192416,1e-05,0.076234,1
P-036402-6,,,,,,,,,,,,,0.194118,0.617041,1e-05,0.095467,1e-05,0.093355,1
P-037401-7,,,,,,,,,,,,,0.162447,0.658711,1e-05,0.092824,1e-05,0.085998,1
P-037500-7,,,,,,,,,,,,,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,2
P-038211-9,,,,,,,,,,,,,0.154331,0.655376,0.00065,0.102832,1e-05,0.086801,1
P-040092-9,,,,,,,,,,,,,0.155391,0.682282,1e-05,0.0712,0.003022,0.088094,1
P-040155-5,,,,,,,,,,,,,0.226219,0.478907,1e-05,0.216356,1e-05,0.078498,1
P-040713-1,,,,,,,,,,,,,0.263264,0.651045,1e-05,1e-05,1e-05,0.085661,1
P-041064-7,,,,,,,,,,,,,0.327099,0.584714,0.009446,0.00125,0.004197,0.073295,1
P-041082-9,,,,,,,,,,,,,0.12538,0.631408,1e-05,0.144254,0.006882,0.092066,1
P-041145-5,,,,,,,,,,,,,0.146164,0.611877,0.001161,0.158294,0.000732,0.081772,1
P-041370-8,,,,,,,,,,,,,0.475165,0.44335,1e-05,1e-05,0.000189,0.081275,0
P-041424-3,,,,,,,,,,,,,0.09546,0.716669,1e-05,0.092872,1e-05,0.094979,1
P-041460-7,,,,,,,,,,,,,0.088068,0.330425,0.007042,0.072782,0.267126,0.234556,1
P-041802-1,,,,,,,,,,,,,0.275784,0.508518,1e-05,0.123758,1e-05,0.09192,1
P-041820-3,,,,,,,,,,,,,0.190748,0.614169,0.001864,0.108811,0.000427,0.08398,1
P-042072-9,,,,,,,,,,,,,0.129623,0.676858,0.002564,0.101381,0.003564,0.086009,1
P-042108-2,,,,,,,,,,,,,0.329669,0.595656,5.5e-05,1e-05,1e-05,0.0746,1
P-042180-0,,,,,,,,,,,,,0.169321,0.627996,1e-05,0.119711,0.000408,0.082553,1
P-042243-6,,,,,,,,,,,,,0.213794,0.542536,1e-05,0.163866,1e-05,0.079784,1
P-042252-7,,,,,,,,,,,,,0.085795,0.792345,0.004015,0.017475,0.002527,0.097844,1
P-042360-8,,,,,,,,,,,,,0.271893,0.59273,0.001651,0.05786,0.000907,0.074959,1
P-042450-7,,,,,,,,,,,,,0.18917,0.670191,1e-05,0.053834,0.000408,0.086386,1
P-042702-2,,,,,,,,,,,,,0.175635,0.607407,1e-05,0.142563,0.000578,0.073807,1
P-043251-8,,,,,,,,,,,,,0.667185,0.206132,0.007051,0.057219,0.000607,0.061806,0
P-043521-5,,,,,,,,,,,,,0.122634,0.718376,1e-05,0.068162,0.001803,0.089015,1
P-043701-3,,,,,,,,,,,,,0.125576,0.707175,1e-05,0.077386,0.00018,0.089673,1
P-044061-0,,,,,,,,,,,,,0.163546,0.647833,1e-05,0.104705,0.000486,0.08342,1
P-044241-8,,,,,,,,,,,,,0.025643,1e-05,0.012204,0.906776,1e-05,0.055357,3
P-044313-5,,,,,,,,,,,,,0.274116,0.542327,1e-05,0.109501,1e-05,0.074037,1
P-044403-4,,,,,,,,,,,,,0.321178,0.519729,1e-05,0.092257,1e-05,0.066817,1
P-045222-7,,,,,,,,,,,,,0.256073,0.512798,1e-05,0.149544,0.001464,0.080111,1
P-046113-7,,,,,,,,,,,,,0.145463,0.633178,1e-05,0.127485,3.7e-05,0.093827,1
P-046203-6,,,,,,,,,,,,,0.286738,0.544633,1e-05,0.097346,0.000363,0.07091,1
P-047121-9,,,,,,,,,,,,,0.002222,1e-05,0.014412,0.919135,1e-05,0.064211,3
P-049101-9,,,,,,,,,,,,,0.316315,0.533538,1e-05,0.066806,1e-05,0.083321,1
P-050046-4,,,,,,,,,,,,,0.195955,0.635603,1e-05,0.073071,1e-05,0.095351,1
P-050127-2,,,,,,,,,,,,,0.178436,0.62296,0.013091,0.09124,0.001944,0.092329,1
P-050163-6,,,,,,,,,,,,,0.71266,0.166755,0.060609,1e-05,0.000276,0.05969,0
P-050271-7,,,,,,,,,,,,,0.23437,0.626415,1e-05,0.05763,1e-05,0.081564,1
P-050406-0,,,,,,,,,,,,,0.203179,0.656243,1e-05,0.04672,0.000489,0.093359,1
P-050451-5,,,,,,,,,,,,,0.029783,1e-05,0.005995,0.021834,0.551013,0.391365,4
P-050811-1,,,,,,,,,,,,,0.215996,0.621108,0.006257,0.074322,1e-05,0.082307,1
P-051207-1,,,,,,,,,,,,,0.034689,0.062238,0.000265,0.032168,0.506976,0.363665,4
P-051225-3,,,,,,,,,,,,,0.119563,0.672045,1e-05,0.136399,0.000861,0.071122,1
P-051306-1,,,,,,,,,,,,,0.168588,0.701933,1e-05,0.045042,1e-05,0.084417,1
P-051342-5,,,,,,,,,,,,,0.349064,0.495623,0.004564,0.07309,1e-05,0.077649,1
P-051612-2,,,,,,,,,,,,,0.241155,0.629276,0.003767,0.053869,1e-05,0.071923,1
P-052044-6,,,,,,,,,,,,,0.094118,0.672254,1e-05,0.142883,1e-05,0.090725,1
P-052107-2,,,,,,,,,,,,,0.191983,0.686227,0.006945,0.023944,1e-05,0.090891,1
P-052152-7,,,,,,,,,,,,,0.125592,0.695722,0.000869,0.075641,0.000769,0.101407,1
P-052206-2,,,,,,,,,,,,,0.204495,0.685046,0.003186,0.019494,0.000752,0.087026,1
P-052314-3,,,,,,,,,,,,,0.196561,0.721621,1e-05,1e-05,0.000705,0.081094,1
P-052332-5,,,,,,,,,,,,,0.128694,0.666096,1e-05,0.118886,0.000328,0.085986,1
P-052404-2,,,,,,,,,,,,,0.044515,0.595267,1e-05,0.278578,0.000291,0.08134,1
P-052602-2,,,,,,,,,,,,,0.300665,0.619152,0.002528,1e-05,1e-05,0.077635,1
P-052620-4,,,,,,,,,,,,,0.174586,0.577678,1e-05,0.167459,1e-05,0.080257,1
P-053043-7,,,,,,,,,,,,,0.793425,0.087733,0.072551,1e-05,1e-05,0.046271,0
P-053223-5,,,,,,,,,,,,,0.061805,0.369155,1e-05,0.043338,0.284011,0.241682,1
P-053232-6,,,,,,,,,,,,,0.185226,0.670768,1e-05,0.056826,1e-05,0.08716,1
P-053331-6,,,,,,,,,,,,,0.181765,0.646263,1e-05,0.072566,0.000934,0.098462,1
P-053511-4,,,,,,,,,,,,,0.108219,0.530337,1e-05,0.268612,1e-05,0.092811,1
P-054024-6,,,,,,,,,,,,,0.198661,0.598415,1e-05,0.12659,1e-05,0.076314,1
P-054105-4,,,,,,,,,,,,,0.120385,0.736496,1e-05,0.057934,0.001057,0.084118,1
P-054213-5,,,,,,,,,,,,,0.144859,0.679022,0.00434,0.072448,0.004809,0.094522,1
P-054222-6,,,,,,,,,,,,,0.195994,0.518539,1e-05,0.19673,1e-05,0.088718,1
P-055410-6,,,,,,,,,,,,,0.09337,0.760112,1e-05,0.043252,1e-05,0.103246,1
P-056040-0,,,,,,,,,,,,,0.178204,0.63531,0.001209,0.101384,0.000835,0.083057,1
P-057021-9,,,,,,,,,,,,,0.846171,0.023668,1e-05,0.081857,1.5e-05,0.048279,0
P-060009-0,,,,,,,,,,,,,0.170032,0.64631,1e-05,0.112361,1e-05,0.071278,1
P-060045-4,,,,,,,,,,,,,0.113954,0.718839,1e-05,0.078793,0.000926,0.087477,1
P-060072-7,,,,,,,,,,,,,1e-05,1e-05,0.999944,1e-05,1.6e-05,1e-05,2
P-060135-3,,,,,,,,,,,,,0.457891,0.386604,1e-05,0.089858,1e-05,0.065627,0
P-060162-6,,,,,,,,,,,,,0.105141,0.767084,0.003943,0.033171,0.000197,0.090464,1
P-060216-1,,,,,,,,,,,,,0.180653,0.637353,1e-05,0.100274,1e-05,0.0817,1
P-060405-0,,,,,,,,,,,,,0.264915,0.634723,0.003916,0.019864,1e-05,0.076572,1
P-060450-5,,,,,,,,,,,,,0.311909,0.573381,1e-05,0.035613,0.000212,0.078876,1
