Sample,Population code,Population,Superpopulation code,Superpopulation,Source,Latitude,Longitude,Region,Sample Alias,Country,Town,Single_Ancestry,0,1,2,3,4,5,assignment
O-051080-1,,,,,,,,,,,,,0.350975,0.444737,1e-05,0.139221,1e-05,0.065048,1
O-051350-8,,,,,,,,,,,,,0.18434,0.62102,1e-05,0.109021,1e-05,0.085598,1
O-051530-6,,,,,,,,,,,,,0.362798,0.54027,0.002175,0.020279,1e-05,0.074468,1
O-051710-4,,,,,,,,,,,,,1e-05,0.051752,0.012156,0.022547,0.512975,0.40056,4
O-052034-7,,,,,,,,,,,,,0.214603,0.628322,1e-05,0.078373,1e-05,0.078682,1
O-053051-0,,,,,,,,,,,,,0.289365,0.611845,1e-05,0.010841,0.000429,0.08751,1
O-053240-9,,,,,,,,,,,,,0.422889,0.168577,1e-05,0.344935,1e-05,0.063578,0
O-054131-9,,,,,,,,,,,,,0.236643,0.601713,1e-05,0.073957,1e-05,0.087666,1
O-055004-7,,,,,,,,,,,,,0.207361,0.620493,1e-05,0.085768,0.000874,0.085494,1
O-055013-8,,,,,,,,,,,,,0.35698,0.566054,0.007347,1e-05,1e-05,0.069598,1
O-056201-8,,,,,,,,,,,,,0.206296,0.608513,1e-05,0.098408,0.005626,0.081147,1
O-059998-8,,,,,,,,,,,,,0.163908,0.638384,0.000705,0.09885,0.000137,0.098017,1
O-060026-4,,,,,,,,,,,,,0.087431,0.588126,0.084893,0.030532,1e-05,0.209008,1
O-060053-7,,,,,,,,,,,,,0.786222,1e-05,0.004113,0.17452,1e-05,0.035125,0
O-061106-3,,,,,,,,,,,,,0.190063,0.477125,0.003074,0.258461,1e-05,0.071267,1
O-061331-6,,,,,,,,,,,,,0.116757,0.701797,1e-05,0.077652,0.006367,0.097417,1
O-061511-4,,,,,,,,,,,,,0.288918,0.567606,0.004301,0.045974,0.000337,0.092864,1
O-062240-8,,,,,,,,,,,,,0.255358,0.641644,0.015551,1e-05,0.000537,0.0869,1
O-062411-5,,,,,,,,,,,,,0.754973,0.056362,0.011211,0.133704,1e-05,0.043739,0
O-063041-9,,,,,,,,,,,,,0.342577,0.513991,1e-05,0.061813,0.000147,0.081462,1
O-063212-6,,,,,,,,,,,,,0.431999,0.41812,1e-05,0.101164,0.000546,0.048161,0
O-063410-6,,,,,,,,,,,,,0.014694,0.050682,1e-05,0.035404,0.529863,0.369347,4
O-064004-6,,,,,,,,,,,,,0.18034,0.658526,0.000296,0.074965,0.001189,0.084684,1
O-064040-0,,,,,,,,,,,,,0.059129,0.742336,1e-05,0.09549,1e-05,0.103025,1
O-064400-6,,,,,,,,,,,,,0.153728,0.573278,1e-05,0.190842,0.000757,0.081384,1
O-065300-7,,,,,,,,,,,,,0.117334,0.771822,1e-05,1e-05,1e-05,0.110815,1
O-067010-0,,,,,,,,,,,,,0.798531,0.045994,1e-05,0.104569,1e-05,0.050886,0
O-069799-8,,,,,,,,,,,,,0.181147,0.654625,1e-05,0.078808,0.001796,0.083614,1
O-070061-8,,,,,,,,,,,,,0.202074,0.593683,1e-05,0.123396,0.000553,0.080284,1
O-070223-4,,,,,,,,,,,,,0.331995,0.437497,1e-05,0.150605,1e-05,0.079883,1
O-070412-3,,,,,,,,,,,,,0.15456,0.585542,1e-05,0.169518,0.000169,0.0902,1
O-070430-5,,,,,,,,,,,,,0.3203,0.484328,0.002033,0.115668,0.006336,0.071335,1
O-071204-3,,,,,,,,,,,,,0.107921,0.662709,1e-05,0.141536,1e-05,0.087814,1
O-072302-4,,,,,,,,,,,,,0.121061,0.710195,1e-05,0.07153,1e-05,0.097194,1
O-073022-7,,,,,,,,,,,,,0.059234,0.786372,1e-05,0.050805,0.004206,0.099372,1
O-073040-9,,,,,,,,,,,,,0.192888,0.661366,0.00182,0.056813,0.000581,0.086531,1
O-073211-6,,,,,,,,,,,,,0.321336,0.536423,0.000977,0.062354,0.000272,0.078638,1
O-074003-6,,,,,,,,,,,,,0.06436,0.567132,0.202525,0.049382,0.011707,0.104892,1
O-075110-8,,,,,,,,,,,,,0.433763,0.412785,0.001454,0.097019,1e-05,0.054969,0
O-079789-7,,,,,,,,,,,,,0.175058,0.674899,1e-05,0.057249,0.00018,0.092604,1
O-079888-7,,,,,,,,,,,,,0.308498,0.611849,0.008544,1e-05,0.000802,0.070297,1
O-079969-5,,,,,,,,,,,,,0.229741,0.54115,1e-05,0.144298,1e-05,0.084792,1
O-080033-5,,,,,,,,,,,,,0.154333,0.68398,1e-05,0.066629,1e-05,0.095038,1
O-080105-2,,,,,,,,,,,,,0.428941,0.484038,0.005575,0.003915,1e-05,0.07752,1
O-080501-2,,,,,,,,,,,,,0.33973,0.583296,0.00905,1e-05,0.000133,0.067781,1
O-080600-2,,,,,,,,,,,,,0.446879,0.344141,0.006902,0.140701,0.000484,0.060892,0
O-081104-3,,,,,,,,,,,,,0.017168,0.262442,0.130262,0.290717,0.01288,0.286531,3
O-081500-3,,,,,,,,,,,,,0.19209,0.633642,1e-05,0.079243,0.000784,0.09423,1
O-082022-6,,,,,,,,,,,,,0.253466,0.569448,1e-05,0.093521,1e-05,0.083545,1
O-082040-8,,,,,,,,,,,,,0.09687,0.742175,0.003263,0.058475,0.005157,0.09406,1
O-082112-5,,,,,,,,,,,,,0.844965,1e-05,1e-05,0.104784,1e-05,0.050221,0
O-082130-7,,,,,,,,,,,,,0.012168,0.118371,1e-05,0.018119,0.489537,0.361794,4
O-083003-5,,,,,,,,,,,,,0.157426,0.609409,1e-05,0.160631,1e-05,0.072514,1
O-084002-6,,,,,,,,,,,,,0.645118,0.132517,0.002266,0.154963,1e-05,0.065126,0
O-086989-4,,,,,,,,,,,,,0.195229,0.565304,1e-05,0.150363,0.001909,0.087184,1
O-086998-5,,,,,,,,,,,,,0.105293,0.701793,0.002455,0.099565,0.001013,0.089881,1
O-088789-6,,,,,,,,,,,,,0.119847,0.6964,1e-05,0.095047,0.000192,0.088505,1
O-088978-5,,,,,,,,,,,,,0.218846,0.646628,0.001178,0.049544,1e-05,0.083794,1
O-088996-7,,,,,,,,,,,,,0.267634,0.523877,1e-05,0.137162,1e-05,0.071307,1
O-089887-7,,,,,,,,,,,,,0.342828,0.550336,0.002954,0.00787,1e-05,0.096002,1
O-089968-5,,,,,,,,,,,,,0.191157,0.664202,0.004626,0.049467,1e-05,0.090538,1
O-091013-4,,,,,,,,,,,,,1e-05,1e-05,0.014346,0.929929,0.001099,0.054607,3
O-092111-5,,,,,,,,,,,,,0.869557,0.006224,1e-05,0.086419,1e-05,0.03778,0
O-096988-4,,,,,,,,,,,,,0.118644,0.683976,1e-05,0.111469,0.001051,0.084851,1
O-097699-6,,,,,,,,,,,,,0.085067,0.761805,1e-05,0.071813,0.002722,0.078583,1
O-098797-7,,,,,,,,,,,,,0.255119,0.591868,1e-05,0.068443,1e-05,0.084551,1
O-098977-5,,,,,,,,,,,,,0.395375,0.519473,0.020176,1e-05,0.001402,0.063565,1
O-099679-6,,,,,,,,,,,,,0.266369,0.401278,0.004747,0.247993,1e-05,0.079604,1
O-099868-5,,,,,,,,,,,,,0.274503,0.617355,0.000772,0.023784,0.000508,0.083078,1
O-099985-7,,,,,,,,,,,,,0.064194,0.22369,1e-05,0.634267,0.007852,0.069987,3
O-100094-2,,,,,,,,,,,,,0.118637,0.677405,1e-05,0.110566,1e-05,0.093372,1
O-100175-0,,,,,,,,,,,,,0.224354,0.558068,1e-05,0.135461,0.000451,0.081656,1
O-100247-7,,,,,,,,,,,,,0.039567,0.300148,1e-05,0.57938,0.003637,0.077258,3
O-100274-0,,,,,,,,,,,,,0.284579,0.541536,0.037455,0.047821,1e-05,0.0886,1
O-100544-7,,,,,,,,,,,,,0.086622,0.781855,1e-05,0.041935,1e-05,0.089569,1
O-100742-7,,,,,,,,,,,,,0.165794,0.64783,1e-05,0.097556,0.000889,0.087921,1
O-100841-7,,,,,,,,,,,,,0.168788,0.581133,1e-05,0.183749,0.001416,0.064904,1
O-101471-1,,,,,,,,,,,,,0.522975,0.337517,1e-05,0.068952,1e-05,0.070535,0
O-101822-6,,,,,,,,,,,,,0.301516,0.604765,0.005416,0.011327,0.000349,0.076627,1
O-102119-6,,,,,,,,,,,,,0.152455,0.676171,1e-05,0.080897,1e-05,0.090457,1
O-102317-6,,,,,,,,,,,,,0.08038,0.088398,0.372079,1e-05,1e-05,0.459123,5
O-102902-5,,,,,,,,,,,,,0.338562,0.46486,0.006344,0.118756,1e-05,0.071469,1
O-102911-6,,,,,,,,,,,,,0.094912,0.72411,1e-05,0.097847,0.000426,0.082695,1
O-103073-3,,,,,,,,,,,,,0.175596,0.640621,0.001787,0.100233,0.000772,0.080991,1
O-103118-7,,,,,,,,,,,,,1e-05,1e-05,0.996984,1e-05,1e-05,0.002976,2
O-103154-1,,,,,,,,,,,,,0.090203,0.602575,1e-05,0.213412,0.00101,0.09279,1
O-103226-8,,,,,,,,,,,,,0.090879,0.636274,1e-05,0.190381,0.000947,0.081509,1
O-103712-7,,,,,,,,,,,,,0.107162,0.742049,0.001216,0.05867,0.001026,0.089877,1
O-103820-8,,,,,,,,,,,,,0.173324,0.636619,1e-05,0.099563,0.000311,0.090173,1
O-104009-7,,,,,,,,,,,,,0.485,0.321344,0.002755,0.128929,0.000815,0.061158,0
O-104045-1,,,,,,,,,,,,,0.152881,0.604039,1e-05,0.151635,0.001233,0.090202,1
O-104135-0,,,,,,,,,,,,,0.827948,1e-05,0.004953,0.12786,1e-05,0.039219,0
O-104225-9,,,,,,,,,,,,,0.10123,0.728246,1e-05,0.092128,0.000603,0.077783,1
O-104540-1,,,,,,,,,,,,,0.16356,0.638364,0.004347,0.111651,1e-05,0.082068,1
O-104711-8,,,,,,,,,,,,,0.083516,0.699538,1e-05,0.11545,0.000687,0.100799,1
O-105035-1,,,,,,,,,,,,,0.347904,0.554268,0.00627,1.2e-05,1e-05,0.091536,1
O-105422-0,,,,,,,,,,,,,0.170474,0.661866,1e-05,0.091591,1e-05,0.076048,1
O-105431-1,,,,,,,,,,,,,0.07695,0.185635,1e-05,0.656055,0.001702,0.079648,3
O-105710-9,,,,,,,,,,,,,0.10907,0.727997,1e-05,0.050376,0.009053,0.103493,1
O-106016-0,,,,,,,,,,,,,0.143789,0.700351,1e-05,0.067602,1e-05,0.088238,1
O-106043-3,,,,,,,,,,,,,0.155218,0.602805,1e-05,0.152836,0.010747,0.078384,1
O-106223-1,,,,,,,,,,,,,0.162453,0.632162,1e-05,0.119575,0.001272,0.084528,1
O-106331-2,,,,,,,,,,,,,0.164996,0.632354,0.002194,0.116069,1e-05,0.084378,1
O-106520-1,,,,,,,,,,,,,1e-05,0.245719,1e-05,0.662373,0.01038,0.081508,3
O-108131-4,,,,,,,,,,,,,0.18005,0.690887,1e-05,0.043268,3.5e-05,0.085749,1
O-108230-4,,,,,,,,,,,,,0.238161,0.595732,0.000619,0.084543,0.000882,0.080063,1
O-110048-7,,,,,,,,,,,,,0.385478,0.534543,1e-05,1e-05,1e-05,0.07995,1
O-110138-6,,,,,,,,,,,,,0.109262,0.724015,1e-05,0.066178,1e-05,0.100525,1
O-110192-2,,,,,,,,,,,,,0.648074,0.102642,1e-05,0.201827,1e-05,0.047438,0
O-110291-2,,,,,,,,,,,,,0.214921,0.61947,0.000966,0.077439,0.000222,0.086982,1
O-110309-3,,,,,,,,,,,,,0.920962,1e-05,0.006936,0.030549,1e-05,0.041533,0
O-110372-0,,,,,,,,,,,,,0.731361,0.033056,0.003973,0.192949,1e-05,0.038651,0
O-110408-3,,,,,,,,,,,,,0.136013,0.675271,0.000786,0.098212,0.000373,0.089345,1
O-110444-7,,,,,,,,,,,,,0.209573,0.54705,0.004551,0.170488,0.002188,0.06615,1
O-110471-0,,,,,,,,,,,,,0.121344,0.500945,0.001536,0.297514,0.000592,0.078069,1
O-110516-4,,,,,,,,,,,,,0.000786,0.132823,0.007838,1e-05,0.500462,0.358082,4
O-110534-6,,,,,,,,,,,,,0.107007,0.687299,1e-05,0.111101,1e-05,0.094573,1
O-110804-3,,,,,,,,,,,,,0.00511,0.307534,1e-05,0.612978,0.001199,0.073169,3
O-110840-7,,,,,,,,,,,,,0.515083,0.323489,0.002155,0.091159,1e-05,0.068103,0
O-111047-8,,,,,,,,,,,,,0.095187,0.730569,1e-05,0.069984,0.003116,0.101134,1
O-111191-3,,,,,,,,,,,,,0.03768,0.278548,1e-05,0.049535,0.347941,0.286286,4
O-111308-4,,,,,,,,,,,,,0.218368,0.530437,1e-05,0.178039,1e-05,0.073136,1
O-111317-5,,,,,,,,,,,,,0.194457,0.58244,1e-05,0.138656,1e-05,0.084427,1
O-111470-1,,,,,,,,,,,,,0.119166,0.673315,0.000521,0.120207,1e-05,0.086781,1
O-111551-9,,,,,,,,,,,,,0.290141,0.454318,0.002021,0.186976,0.000582,0.065962,1
O-111722-6,,,,,,,,,,,,,0.152934,0.652086,0.0004,0.112405,0.002661,0.079513,1
O-111812-5,,,,,,,,,,,,,0.596793,0.165229,0.004724,0.183034,0.000312,0.049908,0
O-112028-7,,,,,,,,,,,,,0.274132,0.63878,0.003649,0.000269,0.002137,0.081032,1
O-112082-3,,,,,,,,,,,,,0.171585,0.596871,1e-05,0.159709,0.003236,0.068589,1
O-112118-6,,,,,,,,,,,,,0.241281,0.647445,1e-05,0.025856,1e-05,0.085398,1
O-112190-4,,,,,,,,,,,,,0.614004,0.2113,0.001075,0.106383,1e-05,0.067228,0
O-112334-8,,,,,,,,,,,,,0.123356,0.680828,1e-05,0.087143,0.002865,0.105797,1
O-112532-8,,,,,,,,,,,,,0.331295,0.397526,1e-05,0.199988,9.9e-05,0.071082,1
O-112541-9,,,,,,,,,,,,,0.492744,0.406149,1e-05,0.034615,1e-05,0.066472,0
O-113018-7,,,,,,,,,,,,,0.101232,0.647548,1e-05,0.161313,1e-05,0.089887,1
O-113135-9,,,,,,,,,,,,,0.278748,0.632402,0.004979,1e-05,0.00106,0.0828,1
O-113144-0,,,,,,,,,,,,,0.249263,0.551972,1e-05,0.120681,1e-05,0.078064,1
O-113234-9,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,0.602594,0.397366,4
O-113360-2,,,,,,,,,,,,,0.162259,0.642725,1e-05,0.114668,1e-05,0.080327,1
O-113432-9,,,,,,,,,,,,,0.748412,0.059783,0.001341,0.150197,1e-05,0.040258,0
O-114053-2,,,,,,,,,,,,,0.671389,0.228441,0.003476,0.03496,6.6e-05,0.061667,0
O-114206-7,,,,,,,,,,,,,0.166668,0.627398,0.001428,0.117965,0.001247,0.085294,1
O-114602-7,,,,,,,,,,,,,0.252308,0.615029,1e-05,0.054674,1e-05,0.077969,1
O-114611-8,,,,,,,,,,,,,0.137057,0.723737,0.007064,0.037847,0.002983,0.091311,1
O-114620-9,,,,,,,,,,,,,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,2
O-114701-7,,,,,,,,,,,,,0.216612,0.655185,0.001581,0.033334,0.010892,0.082396,1
O-115124-0,,,,,,,,,,,,,0.194186,0.542292,1e-05,0.184738,0.001962,0.076811,1
O-115223-0,,,,,,,,,,,,,0.247867,0.631223,1e-05,0.050892,0.001716,0.068291,1
O-115232-1,,,,,,,,,,,,,0.086493,0.733921,0.001055,0.079534,1e-05,0.098987,1
O-115403-8,,,,,,,,,,,,,0.510463,0.302968,0.004491,0.128074,1e-05,0.053995,0
O-115421-0,,,,,,,,,,,,,0.14849,0.657589,0.00068,0.112921,0.000495,0.079824,1
O-115601-8,,,,,,,,,,,,,0.157327,0.65674,0.000618,0.085156,0.001565,0.098595,1
O-116123-1,,,,,,,,,,,,,0.303328,0.535738,0.001247,0.078762,0.000101,0.080825,1
O-116231-2,,,,,,,,,,,,,0.844955,0.006115,0.006598,0.092995,0.000396,0.048939,0
O-116303-9,,,,,,,,,,,,,0.710185,0.160909,1e-05,0.07648,1e-05,0.052406,0
O-117401-0,,,,,,,,,,,,,0.042717,0.845319,1e-05,0.000845,1e-05,0.111099,1
O-118130-4,,,,,,,,,,,,,0.157295,0.686948,1e-05,0.058944,0.000716,0.096087,1
O-118310-2,,,,,,,,,,,,,0.005988,0.205078,1e-05,0.68382,0.013222,0.091882,3
O-120056-8,,,,,,,,,,,,,0.52046,0.255346,1e-05,0.15982,4.3e-05,0.064321,0
O-120173-0,,,,,,,,,,,,,1e-05,0.069293,1e-05,1e-05,0.560959,0.369718,4
O-120335-6,,,,,,,,,,,,,1e-05,0.132673,0.000203,0.01167,0.494791,0.360653,4
O-120353-8,,,,,,,,,,,,,0.121818,0.721053,1e-05,0.073966,1e-05,0.083143,1
O-120524-5,,,,,,,,,,,,,0.252859,0.597732,1e-05,0.067591,1e-05,0.081798,1
O-120731-6,,,,,,,,,,,,,0.215663,0.507872,1e-05,0.196274,1e-05,0.080171,1
O-120740-7,,,,,,,,,,,,,0.120521,0.704336,1e-05,0.090013,0.00318,0.08194,1
O-121019-5,,,,,,,,,,,,,0.130541,0.713108,1e-05,0.058628,1e-05,0.097703,1
O-121190-3,,,,,,,,,,,,,0.319001,0.424982,1e-05,0.184939,1e-05,0.071058,1
O-121235-7,,,,,,,,,,,,,0.300271,0.499936,1e-05,0.112336,1e-05,0.087436,1
O-122162-1,,,,,,,,,,,,,0.016625,0.294983,0.003215,0.039309,0.351592,0.294276,4
O-122252-0,,,,,,,,,,,,,0.424068,0.402064,0.006866,0.102654,0.00203,0.062318,0
O-122315-6,,,,,,,,,,,,,0.29449,0.598261,0.006594,0.010268,0.000776,0.089611,1
O-122540-9,,,,,,,,,,,,,0.263935,0.659917,0.005763,1e-05,0.000644,0.069731,1
O-123017-7,,,,,,,,,,,,,0.155236,0.640172,1e-05,0.115322,6.4e-05,0.089195,1
O-123053-1,,,,,,,,,,,,,0.227266,0.585184,0.003348,0.098566,1e-05,0.085627,1
O-123233-9,,,,,,,,,,,,,0.157365,0.622024,0.000153,0.137976,0.001935,0.080547,1
O-123251-1,,,,,,,,,,,,,0.155417,0.743239,1e-05,0.016111,0.000952,0.084271,1
O-124601-7,,,,,,,,,,,,,0.526339,0.292084,1e-05,0.10305,0.000238,0.07828,0
O-125330-1,,,,,,,,,,,,,0.154481,0.704441,1e-05,0.0451,0.001972,0.093997,1
O-125501-8,,,,,,,,,,,,,0.070708,0.162885,0.72419,0.020086,1e-05,0.02212,2
O-126050-4,,,,,,,,,,,,,0.152031,0.704481,1e-05,0.048504,0.001267,0.093708,1
O-126104-9,,,,,,,,,,,,,1e-05,1e-05,0.999946,1e-05,1.4e-05,1e-05,2
O-127112-1,,,,,,,,,,,,,0.146673,0.647168,1e-05,0.118103,0.001095,0.086951,1
O-127130-3,,,,,,,,,,,,,0.301378,0.414685,1e-05,0.217045,1e-05,0.066871,1
O-127301-0,,,,,,,,,,,,,0.530324,0.322838,1e-05,0.084886,1e-05,0.061932,0
O-127400-0,,,,,,,,,,,,,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,2
O-128300-1,,,,,,,,,,,,,0.196021,0.032285,0.00304,0.699084,1e-05,0.06956,3
O-130082-1,,,,,,,,,,,,,0.133622,0.646196,1e-05,0.137683,1e-05,0.082479,1
O-130091-2,,,,,,,,,,,,,0.206681,0.605749,1e-05,0.106247,0.001115,0.080199,1
O-130406-3,,,,,,,,,,,,,0.139879,0.685559,0.001612,0.090177,1e-05,0.082763,1
O-130415-4,,,,,,,,,,,,,0.679936,1e-05,0.009798,0.272923,1e-05,0.037322,0
O-130433-6,,,,,,,,,,,,,0.194272,0.618158,0.000831,0.106702,0.000173,0.079866,1
O-130712-4,,,,,,,,,,,,,0.148064,0.699705,0.001932,0.061896,0.001284,0.087119,1
O-130802-3,,,,,,,,,,,,,0.24154,0.673387,0.004239,0.010151,0.000358,0.070326,1
O-131252-9,,,,,,,,,,,,,0.214807,0.697527,0.003422,1e-05,1e-05,0.084223,1
O-131333-7,,,,,,,,,,,,,0.161242,0.672067,0.000568,0.073814,0.001036,0.091272,1
O-131441-8,,,,,,,,,,,,,0.350425,0.478875,1e-05,0.101126,1e-05,0.069554,1
O-132053-0,,,,,,,,,,,,,0.314372,0.280514,1e-05,0.327346,0.001884,0.075874,3
O-132206-5,,,,,,,,,,,,,0.643145,0.256347,1e-05,0.050939,1e-05,0.049549,0
O-132260-1,,,,,,,,,,,,,0.162492,0.709687,1e-05,0.027294,0.00794,0.092577,1
O-132413-6,,,,,,,,,,,,,0.161679,0.683579,1e-05,0.069829,0.003508,0.081396,1
O-132422-7,,,,,,,,,,,,,0.859945,1e-05,0.006249,0.098626,1e-05,0.03516,0
O-133034-9,,,,,,,,,,,,,0.156188,0.723913,1e-05,0.047259,1e-05,0.07262,1
O-133331-9,,,,,,,,,,,,,0.206609,0.600856,1e-05,0.102186,1e-05,0.090329,1
O-133430-9,,,,,,,,,,,,,0.083699,0.752376,0.006899,0.055437,0.005407,0.096182,1
O-133601-6,,,,,,,,,,,,,0.124131,0.717787,0.001081,0.05917,0.00179,0.096042,1
O-133700-6,,,,,,,,,,,,,0.122857,0.7794,1e-05,0.007961,0.000366,0.089407,1
O-134222-9,,,,,,,,,,,,,0.425712,0.337237,1e-05,0.175195,1e-05,0.061836,0
O-134240-1,,,,,,,,,,,,,0.206334,0.518219,1e-05,0.20933,1e-05,0.066098,1
O-134321-9,,,,,,,,,,,,,0.119225,0.752607,1e-05,0.051811,4.3e-05,0.076304,1
O-135050-3,,,,,,,,,,,,,0.246085,0.61049,1e-05,0.045695,0.000631,0.097088,1
O-135140-2,,,,,,,,,,,,,0.727177,0.208163,0.010701,0.007599,1e-05,0.04635,0
O-136004-9,,,,,,,,,,,,,0.157237,0.658661,0.004678,0.099264,1e-05,0.08015,1
O-137111-1,,,,,,,,,,,,,0.110157,0.686986,1e-05,0.09953,0.000606,0.102711,1
O-137300-0,,,,,,,,,,,,,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,2
O-140018-4,,,,,,,,,,,,,0.904114,1e-05,0.014443,0.053617,1e-05,0.027807,0
O-140054-8,,,,,,,,,,,,,1e-05,1e-05,1e-05,0.92209,1e-05,0.07787,3
O-140171-0,,,,,,,,,,,,,0.466729,0.361864,0.001479,0.103535,1e-05,0.066383,0
O-140333-6,,,,,,,,,,,,,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,2
O-140450-8,,,,,,,,,,,,,0.174903,0.639305,0.000391,0.098977,0.001198,0.085226,1
O-141143-8,,,,,,,,,,,,,1e-05,1e-05,0.956353,1e-05,1e-05,0.043607,2
O-141224-6,,,,,,,,,,,,,0.132405,0.680134,1e-05,0.084718,1e-05,0.102723,1
O-141260-0,,,,,,,,,,,,,0.444349,0.454923,0.005647,0.01751,1e-05,0.07756,1
O-141503-4,,,,,,,,,,,,,0.319876,0.509856,1e-05,0.083089,0.002791,0.084378,1
O-141620-6,,,,,,,,,,,,,0.104543,0.396084,0.001127,0.423624,0.004757,0.069865,3
O-142025-7,,,,,,,,,,,,,0.019464,0.183449,1e-05,0.034229,0.438807,0.324041,4
O-142043-9,,,,,,,,,,,,,0.104443,0.724782,1e-05,0.094441,1e-05,0.076313,1
O-142070-2,,,,,,,,,,,,,0.356679,0.5677,0.002079,1e-05,0.000417,0.073116,1
O-142322-7,,,,,,,,,,,,,0.198028,0.63097,0.000353,0.077681,0.001137,0.091831,1
O-143141-0,,,,,,,,,,,,,0.808494,0.09472,0.000478,0.047893,1e-05,0.048405,0
O-143330-9,,,,,,,,,,,,,0.078973,0.754698,0.004204,0.069876,1e-05,0.092239,1
O-144104-7,,,,,,,,,,,,,0.015306,0.114807,0.001352,1e-05,0.502113,0.366411,4
O-144212-8,,,,,,,,,,,,,0.136143,0.555604,1e-05,0.199691,0.017143,0.091409,1
O-145220-0,,,,,,,,,,,,,0.056168,0.193774,0.255206,0.056108,0.012157,0.426587,5
O-148010-2,,,,,,,,,,,,,0.25802,0.553345,1e-05,0.104868,1e-05,0.083747,1
O-149899-9,,,,,,,,,,,,,0.187741,0.086694,0.00045,0.652485,1e-05,0.07262,3
O-150305-3,,,,,,,,,,,,,0.234561,0.586271,1e-05,0.093035,0.000543,0.085579,1
O-151331-7,,,,,,,,,,,,,1e-05,1e-05,0.999948,1e-05,1.2e-05,1e-05,2
O-151610-5,,,,,,,,,,,,,0.18343,0.593735,1e-05,0.140111,1e-05,0.082704,1
O-152024-7,,,,,,,,,,,,,0.044725,0.820967,1e-05,0.040833,1e-05,0.093455,1
O-152051-0,,,,,,,,,,,,,0.20761,0.581953,1e-05,0.120583,0.001626,0.088219,1
O-152141-9,,,,,,,,,,,,,0.122944,0.71228,1e-05,0.061398,0.014322,0.089046,1
O-152213-6,,,,,,,,,,,,,0.018809,0.213016,1e-05,0.686744,0.005309,0.076112,3
O-152411-6,,,,,,,,,,,,,0.198472,0.680837,1e-05,0.031077,0.00311,0.086494,1
O-152600-5,,,,,,,,,,,,,0.259457,0.599036,1e-05,0.065529,0.000261,0.075707,1
O-153041-0,,,,,,,,,,,,,0.223423,0.609419,1e-05,0.086864,1e-05,0.080274,1
O-154220-9,,,,,,,,,,,,,0.110689,0.728021,1e-05,0.05974,1e-05,0.10153,1
O-155012-9,,,,,,,,,,,,,0.020717,0.176711,0.002582,0.009069,0.454276,0.336645,4
O-155300-8,,,,,,,,,,,,,0.049387,0.335403,0.000387,0.54219,1e-05,0.072622,3
O-157999-7,,,,,,,,,,,,,0.205316,0.630171,0.001549,0.082685,0.000653,0.079626,1
O-160151-8,,,,,,,,,,,,,0.33749,0.508082,1e-05,0.088018,1e-05,0.066389,1
O-160412-4,,,,,,,,,,,,,0.492414,0.35857,0.005965,0.073677,1e-05,0.069364,0
O-160421-5,,,,,,,,,,,,,0.625899,0.215275,1e-05,0.106625,1e-05,0.052182,0
O-160430-6,,,,,,,,,,,,,0.766615,1e-05,0.008251,0.174876,0.00022,0.050028,0
O-161006-4,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,0.596412,0.403548,4
O-161042-8,,,,,,,,,,,,,0.804805,1e-05,0.006555,0.143562,1e-05,0.045057,0
O-161132-7,,,,,,,,,,,,,0.310139,0.473079,0.001298,0.127328,0.000747,0.08741,1
O-161141-8,,,,,,,,,,,,,0.026631,0.13774,1e-05,0.019866,0.469227,0.346527,4
O-161321-6,,,,,,,,,,,,,0.155481,0.733053,1e-05,0.021827,1e-05,0.089619,1
O-161420-6,,,,,,,,,,,,,0.065905,0.733192,1e-05,0.106475,1e-05,0.094409,1
O-162320-7,,,,,,,,,,,,,0.444334,0.455627,0.029532,1e-05,1.5e-05,0.070482,1
P-000168-6,,,,,,,,,,,,,0.246703,0.592524,1e-05,0.080603,1e-05,0.080149,1
P-000348-4,,,,,,,,,,,,,0.090937,0.651024,0.000764,0.150038,0.001972,0.105265,1
P-000357-5,,,,,,,,,,,,,0.190849,0.626805,1e-05,0.10271,1e-05,0.079616,1
P-000564-6,,,,,,,,,,,,,0.367218,0.530698,0.023151,1e-05,7.1e-05,0.078852,1
P-000663-6,,,,,,,,,,,,,0.097565,0.743187,1e-05,0.055207,0.003402,0.100629,1
P-000762-6,,,,,,,,,,,,,0.144334,0.725712,1e-05,0.041207,1e-05,0.088727,1
P-000807-0,,,,,,,,,,,,,0.282435,0.628792,0.001211,1e-05,1e-05,0.087542,1
P-000906-0,,,,,,,,,,,,,1e-05,0.119241,1e-05,0.013509,0.504035,0.363195,4
P-000942-4,,,,,,,,,,,,,1e-05,0.098813,1e-05,0.018394,0.506999,0.375774,4
P-001185-9,,,,,,,,,,,,,0.014188,0.056587,0.010793,0.014457,0.527008,0.376967,4
P-001437-4,,,,,,,,,,,,,0.324115,0.543938,1e-05,0.055155,1e-05,0.076772,1
P-001491-0,,,,,,,,,,,,,0.16271,0.702025,0.001639,0.049105,0.000691,0.08383,1
