IND,0,1,2
T-132805-5,0.057617,0.448378,0.494004
V-047028-7,0.057666,0.31028,0.632054
E-149655-5,0.057891,0.286756,0.655353
Z-127924-0,0.058415,0.367974,0.573611
HG02810,0.058528,0.941462,1e-05
A-035468-9,0.05875,0.250574,0.690676
P-101544-6,0.058783,0.246923,0.694294
U-021908-1,0.058793,0.422481,0.518726
HGDP01214,0.058913,1e-05,0.941077
Z-135565-2,0.058952,0.433384,0.507664
V-137604-6,0.059437,0.272434,0.668128
D-084746-0,0.059494,0.464226,0.476279
Y-070287-0,0.059639,0.483114,0.457247
Z-082735-5,0.059721,0.689094,0.251185
T-013258-0,0.059762,0.469428,0.47081
N-020029-6,0.059856,0.940134,1e-05
A-156284-3,0.059958,0.348416,0.591626
NA20298,0.060121,0.921315,0.018564
C-029818-4,0.060179,0.939811,1e-05
HG02144,0.060204,0.939786,1e-05
Q-081142-3,0.060214,0.335936,0.60385
T-105175-5,0.060312,0.341764,0.597924
S-134316-0,0.060549,0.490347,0.449104
U-140096-0,0.060618,0.939372,1e-05
O-017600-9,0.060693,0.497768,0.44154
P-101049-6,0.060867,0.460382,0.478751
HGDP01351,0.060972,1e-05,0.939018
W-065047-5,0.060982,0.939008,1e-05
HG02323,0.061086,0.938904,1e-05
U-028703-8,0.061503,0.247352,0.691145
W-069034-8,0.061578,0.4569,0.481522
D-089156-6,0.061846,0.296291,0.641863
W-005836-4,0.061926,0.253086,0.684988
V-063237-4,0.061951,0.258561,0.679488
Y-052944-8,0.06199,0.636391,0.301619
V-034086-0,0.062087,0.781973,0.155939
S-154611-0,0.062443,0.46287,0.474687
M-104250-6,0.062515,0.261959,0.675526
U-128711-0,0.062526,0.27099,0.666484
HGDP01227,0.062644,1e-05,0.937346
HG02419,0.062784,0.937206,1e-05
V-113808-2,0.062823,0.261131,0.676046
HGDP00719,0.062941,1e-05,0.937049
T-047800-9,0.063153,0.509767,0.42708
A-119384-6,0.063662,0.922519,0.013818
HGDP01019,0.063699,1e-05,0.936291
I-138769-7,0.063973,0.46573,0.470297
Q-117700-6,0.064169,0.456097,0.479734
HGDP00852,0.064329,1e-05,0.935661
HG02053,0.064712,0.935278,1e-05
Z-051568-7,0.064729,0.473386,0.461884
X-112775-4,0.064857,0.935133,1e-05
J-054899-3,0.065048,0.468111,0.46684
S-093510-8,0.065176,0.298952,0.635872
Q-116026-7,0.065183,0.304809,0.630008
X-069044-7,0.065803,0.617338,0.31686
LP6005519-DNA_B06,0.065987,1e-05,0.934003
HGDP01018,0.06613,1e-05,0.93386
HGDP00998,0.066677,1e-05,0.933313
W-140719-8,0.066713,0.25123,0.682057
O-081104-3,0.0669,0.412289,0.52081
HG01990,0.067144,0.932846,1e-05
HGDP00999,0.067513,1e-05,0.932477
B-115299-1,0.0679,0.342499,0.589601
D-037676-6,0.06795,0.706694,0.225356
N-100435-8,0.068357,0.617051,0.314592
U-084071-1,0.068607,0.431745,0.499648
HGDP01347,0.06862,1e-05,0.93137
Q-106054-0,0.068691,0.440492,0.490818
HG02314,0.068792,0.931198,1e-05
HG02508,0.068882,0.931108,1e-05
U-050195-9,0.06919,0.481579,0.449231
R-100772-4,0.069261,0.550289,0.38045
D-080588-0,0.069367,0.469735,0.460898
HGDP00717,0.069707,1e-05,0.930283
HGDP01013,0.06991,1e-05,0.93008
HGDP00846,0.070148,1e-05,0.929842
X-101786-4,0.070642,0.246374,0.682984
HG02471,0.070765,0.929225,1e-05
HGDP00849,0.070785,1e-05,0.929205
HG02095,0.070812,0.929178,1e-05
N-014323-0,0.071322,0.253478,0.6752
HGDP01010,0.071652,1e-05,0.928338
P-032820-4,0.071734,0.53187,0.396396
T-108064-7,0.071769,0.586651,0.34158
B-014985-8,0.072012,0.247775,0.680213
O-008132-3,0.072291,0.523493,0.404215
W-019633-8,0.072374,0.903411,0.024215
HGDP00995,0.072398,1e-05,0.927592
Z-054349-8,0.072469,0.554905,0.372626
HG01956,0.072601,0.927389,1e-05
R-137312-5,0.072648,0.266361,0.660991
S-115209-0,0.072933,0.267842,0.659225
V-009453-2,0.07295,0.470071,0.456979
HG02111,0.073024,0.926966,1e-05
HG01915,0.073062,0.926928,1e-05
C-078661-8,0.073159,0.926651,0.00019
P-001752-6,0.07322,0.226441,0.700339
K-011611-2,0.073786,0.408136,0.518078
HGDP00838,0.073877,1e-05,0.926113
V-086007-4,0.074062,0.925928,1e-05
HG02546,0.074562,0.925428,1e-05
HG02255,0.074688,0.925302,1e-05
V-034491-1,0.074758,0.925232,1e-05
HG02012,0.074896,0.925094,1e-05
HGDP01248,0.074963,1e-05,0.925027
HGDP01015,0.075287,1e-05,0.924703
U-161345-6,0.075377,0.500004,0.42462
HGDP00832,0.075523,1e-05,0.924467
HG02496,0.075999,0.923991,1e-05
U-036425-8,0.076687,0.545295,0.378018
HG02545,0.076801,0.923189,1e-05
X-125195-9,0.076875,0.402579,0.520546
HGDP00845,0.076889,1e-05,0.923101
HGDP01014,0.077165,1e-05,0.922825
X-060962-0,0.077213,0.276359,0.646428
Z-137509-8,0.077556,0.452073,0.470371
R-115127-4,0.078075,0.460936,0.460988
B-014499-9,0.07828,0.48973,0.43199
HGDP01348,0.078417,1e-05,0.921573
A-154367-9,0.078458,0.889013,0.032529
LP6005443-DNA_B04,0.078499,1e-05,0.921491
HGDP01012,0.079049,1e-05,0.920941
HGDP00713,0.079326,1e-05,0.920664
A-135746-8,0.079478,0.632854,0.287667
HG01985,0.079533,0.920457,1e-05
S-142092-6,0.08042,0.64516,0.27442
HG01894,0.080423,0.919567,1e-05
B-146655-8,0.080457,0.552808,0.366736
HG02427,0.080567,0.919423,1e-05
L-003314-2,0.080657,0.509632,0.409711
HGDP00837,0.081138,1e-05,0.918852
HGDP00711,0.081397,1e-05,0.918593
HG02450,0.081498,0.918492,1e-05
W-083614-0,0.081671,0.50574,0.412589
NA19901,0.081823,0.908689,0.009488
HGDP01009,0.08198,1e-05,0.91801
HGDP01356,0.082506,1e-05,0.917484
W-011938-0,0.082818,0.260647,0.656535
LP6005441-DNA_B04,0.082899,1e-05,0.917091
LP6005443-DNA_C04,0.083078,1e-05,0.916912
HGDP01001,0.083267,1e-05,0.916723
HGDP00843,0.083558,1e-05,0.916432
HG02481,0.083705,0.913709,0.002586
Z-137266-4,0.084242,0.246407,0.669351
HGDP00708,0.084325,1e-05,0.915665
HG02332,0.084421,0.915569,1e-05
HG02429,0.08519,0.9148,1e-05
A-137447-0,0.08562,0.714941,0.199439
HGDP00704,0.085802,1e-05,0.914188
O-145220-0,0.085866,0.543672,0.370462
N-016600-0,0.086491,0.248555,0.664954
A-042884-8,0.087007,0.60168,0.311313
F-038677-3,0.087023,0.498621,0.414356
HGDP00710,0.087679,1e-05,0.912311
W-158422-7,0.088011,0.274173,0.637816
HGDP01353,0.08825,1e-05,0.91174
NA19917,0.088815,0.911175,1e-05
HGDP01044,0.088833,1e-05,0.911157
HGDP01350,0.0889,1e-05,0.91109
HGDP00721,0.089364,1e-05,0.910626
NA20320,0.089429,0.889718,0.020854
HG02142,0.0902,1e-05,0.90979
NA20357,0.090579,0.893815,0.015606
LP6005443-DNA_D03,0.090803,1e-05,0.909187
Z-027961-3,0.091122,0.448488,0.46039
HGDP00970,0.091162,1e-05,0.908828
Z-054709-4,0.091886,0.485887,0.422226
LP6005441-DNA_A04,0.092191,1e-05,0.907799
NA20127,0.092327,0.907663,1e-05
M-130341-1,0.092568,0.514572,0.39286
A-105848-8,0.092788,0.532679,0.374533
HGDP01043,0.094912,1e-05,0.905078
NA20339,0.095598,0.876817,0.027585
HG02558,0.095656,0.904334,1e-05
HGDP01041,0.095994,1e-05,0.903996
HGDP01047,0.096139,1e-05,0.903851
HG02309,0.09631,0.90368,1e-05
HG02479,0.096398,0.903592,1e-05
HG01912,0.096573,0.903417,1e-05
Q-144034-6,0.096782,0.237232,0.665986
HGDP01053,0.097193,1e-05,0.902797
HGDP01056,0.097633,1e-05,0.902357
HGDP01415,0.09874,0.90125,1e-05
NA19920,0.099497,0.900493,1e-05
HGDP01416,0.099725,0.900265,1e-05
C-005698-8,0.099993,0.472047,0.427959
HG02505,0.100152,0.899838,1e-05
HG02555,0.10131,0.89868,1e-05
U-151940-6,0.101858,0.557781,0.340361
Q-043180-9,0.102649,0.243967,0.653383
HG02554,0.103021,0.896969,1e-05
HG02484,0.103447,0.896543,1e-05
V-161733-3,0.103635,0.60015,0.296215
Z-050479-7,0.104492,0.493007,0.402501
HG02308,0.106284,0.893706,1e-05
SS6004479,0.106763,1e-05,0.893227
HG02330,0.106936,0.893054,1e-05
LP6005443-DNA_H03,0.107625,1e-05,0.892365
LP6005443-DNA_D04,0.107752,1e-05,0.892238
V-125256-9,0.10787,0.239641,0.652489
LP6005443-DNA_B03,0.107902,1e-05,0.892088
C-037819-2,0.109014,0.286326,0.60466
LP6005519-DNA_D01,0.109396,1e-05,0.890594
LP6005443-DNA_F03,0.109483,1e-05,0.890507
HG02337,0.109599,0.890391,1e-05
W-160348-1,0.109882,0.297566,0.592553
HGDP00957,0.110503,1e-05,0.889487
Z-088144-2,0.111148,0.281224,0.607628
HGDP01057,0.111739,1e-05,0.888251
HGDP00946,0.112041,1e-05,0.887949
NA19909,0.112097,0.873734,0.014169
HGDP00951,0.112465,1e-05,0.887525
LP6005443-DNA_G03,0.112496,1e-05,0.887494
HGDP00715,0.113024,1e-05,0.886966
B-057573-0,0.113396,0.309288,0.577316
HGDP01230,0.113935,1e-05,0.886055
HGDP00857,0.114704,1e-05,0.885286
HGDP00960,0.114836,1e-05,0.885154
NA19916,0.115272,0.884718,1e-05
HGDP01247,0.115401,1e-05,0.884589
N-005350-4,0.116039,0.481232,0.40273
M-032250-3,0.116206,0.849621,0.034173
C-049087-1,0.116266,0.85918,0.024554
W-096160-8,0.116508,0.499378,0.384113
HGDP00963,0.116823,1e-05,0.883167
HG01886,0.117589,0.882401,1e-05
HGDP00855,0.117708,1e-05,0.882282
NA19712,0.117772,0.882218,1e-05
HG02014,0.117821,0.882169,1e-05
NA19711,0.117842,0.882148,1e-05
HGDP00965,0.119082,1e-05,0.880908
W-003775-6,0.119409,0.728037,0.152555
HG02272,0.120534,1e-05,0.879456
S-150480-3,0.120999,0.239152,0.639849
NA19908,0.121042,0.878948,1e-05
HGDP00956,0.121308,1e-05,0.878682
M-157799-1,0.123043,0.623964,0.252993
HG02489,0.124199,0.875791,1e-05
Z-009376-6,0.124268,0.701232,0.1745
HG02433,0.124982,0.875008,1e-05
LP6005443-DNA_A07,0.125331,1e-05,0.874659
LP6005443-DNA_E11,0.126351,1e-05,0.873639
LP6005443-DNA_F11,0.126419,0.004937,0.868644
LP6005677-DNA_E01,0.126529,1e-05,0.873461
HG02315,0.126626,0.873364,1e-05
HGDP00967,0.126641,1e-05,0.873349
W-115762-8,0.12727,0.347796,0.524934
HGDP00954,0.127447,1e-05,0.872543
LP6005519-DNA_G02,0.127869,1e-05,0.872121
HG01986,0.128512,0.871478,1e-05
HGDP00962,0.129767,1e-05,0.870223
NA20356,0.129828,0.870162,1e-05
NA19982,0.130574,0.866218,0.003208
HGDP00955,0.131253,1e-05,0.868737
HGDP00945,0.131992,1e-05,0.867998
HG02322,0.132331,0.867659,1e-05
HG01961,0.135611,1e-05,0.864379
HG02054,0.135858,0.864132,1e-05
HG01890,0.136802,0.863188,1e-05
HGDP01229,0.137029,1e-05,0.862961
HG01926,0.137091,1e-05,0.862899
HG02477,0.137224,0.862766,1e-05
HG01958,0.13897,0.86102,1e-05
NA19701,0.141413,0.836532,0.022055
NA19984,0.141439,0.858551,1e-05
HGDP00952,0.142178,1e-05,0.857812
HGDP00865,0.142314,0.012281,0.845405
HG01883,0.143458,0.856532,1e-05
HG01938,0.143927,1e-05,0.856063
LP6005443-DNA_A12,0.143955,1e-05,0.856035
HG02009,0.145948,0.854042,1e-05
HG02580,0.14622,0.85377,1e-05
HGDP00961,0.146442,1e-05,0.853548
HGDP01037,0.146631,1e-05,0.853359
HGDP01059,0.146958,1e-05,0.853032
HG01914,0.147103,0.852887,1e-05
HG02455,0.147121,0.852869,1e-05
HGDP00859,0.14813,0.017218,0.834652
W-124465-7,0.14854,0.615735,0.235725
HGDP00863,0.148844,0.039705,0.811451
NA19703,0.148988,0.851002,1e-05
NA20346,0.149155,0.827697,0.023148
HGDP00964,0.149943,1e-05,0.850047
HG01951,0.151667,0.018686,0.829647
NA20294,0.152372,0.847618,1e-05
HG01989,0.153656,0.846334,1e-05
NA19913,0.154072,0.841871,0.004057
HG02476,0.155405,0.844585,1e-05
NA19625,0.155614,0.641696,0.20269
X-042719-7,0.155793,0.585272,0.258935
HG02259,0.155913,0.003401,0.840687
HG02284,0.15818,0.84181,1e-05
NA20340,0.159319,0.840671,1e-05
HG01879,0.159753,0.840237,1e-05
HG02271,0.160305,0.007112,0.832582
HG02010,0.160872,0.839118,1e-05
V-003837-4,0.161863,0.276993,0.561145
HGDP00864,0.162167,1e-05,0.837823
HGDP01060,0.162226,1e-05,0.837764
HGDP01050,0.162438,1e-05,0.837552
HGDP00872,0.162448,0.008819,0.828733
HGDP00873,0.163125,0.001986,0.834889
NA20348,0.163253,0.836737,1e-05
NA19835,0.164044,0.830439,0.005518
HGDP00856,0.164564,1e-05,0.835426
NA19704,0.16501,0.83498,1e-05
HG01944,0.165189,0.007187,0.827624
HGDP00947,0.166024,1e-05,0.833966
HGDP01055,0.166079,0.000396,0.833526
HG02291,0.166709,1e-05,0.833281
NA20281,0.167485,0.832505,1e-05
HGDP00621,0.167757,0.832233,1e-05
HGDP01058,0.167771,1e-05,0.832219
S-152307-7,0.169059,0.229214,0.601726
HG02445,0.170985,0.829005,1e-05
NA20287,0.171479,0.82061,0.007911
NA19731,0.171814,0.007492,0.820693
HG01920,0.172347,1e-05,0.827643
HGDP00858,0.172608,1e-05,0.827382
V-095412-4,0.173395,0.225616,0.60099
LP6005519-DNA_A06,0.173508,1e-05,0.826482
LP6005443-DNA_G11,0.174846,0.021674,0.80348
LP6005677-DNA_D01,0.175624,0.001991,0.822385
NA19900,0.176145,0.823845,1e-05
HGDP00966,0.176214,1e-05,0.823776
HGDP00870,0.177153,1e-05,0.822837
HG01968,0.178487,0.002857,0.818656
HGDP00875,0.178563,0.032695,0.788741
HG02502,0.178621,0.821369,1e-05
HG01974,0.179429,0.00207,0.818501
HG02108,0.179891,0.820099,1e-05
LP6005677-DNA_F01,0.18089,1e-05,0.8191
HGDP00958,0.182985,1e-05,0.817005
HGDP00968,0.183413,1e-05,0.816577
HG02143,0.183646,0.816344,1e-05
HG02541,0.183934,0.816056,1e-05
HGDP00948,0.184605,1e-05,0.815385
HGDP00854,0.185091,0.010979,0.803931
NA19732,0.18684,0.001701,0.811459
NA19700,0.18699,0.813,1e-05
W-128263-1,0.187226,0.215281,0.597493
NA20355,0.187309,0.812681,1e-05
HG02536,0.189312,0.810678,1e-05
NA19904,0.19093,0.80906,1e-05
NA20276,0.192611,0.807379,1e-05
HG02266,0.193262,0.004104,0.802635
HG01572,0.194236,1e-05,0.805754
HG02105,0.194425,1e-05,0.805565
X-147740-6,0.194885,0.415677,0.389438
HG02150,0.198317,1e-05,0.801673
HG01923,0.198783,1e-05,0.801207
HG02275,0.199328,1e-05,0.800662
HGDP00703,0.201135,0.044616,0.75425
HG02282,0.201581,0.798409,1e-05
HGDP00862,0.202271,0.007707,0.790022
NA20299,0.202623,0.414189,0.383188
HG01927,0.203705,1e-05,0.796285
HG02283,0.20563,0.79436,1e-05
HG02265,0.207779,1e-05,0.792211
NA19728,0.207889,0.003281,0.788831
HG02577,0.208064,0.791926,1e-05
HG02256,0.208137,0.776821,0.015042
HGDP00662,0.208288,0.023943,0.767769
NA20412,0.211071,0.75202,0.036909
K-004231-7,0.211154,0.594459,0.194387
Y-107097-9,0.211572,0.223189,0.565239
HGDP00491,0.212154,0.022095,0.765751
NA20289,0.214578,0.785412,1e-05
HG02501,0.215801,0.784189,1e-05
NA20321,0.216241,0.78056,0.003199
LP6005443-DNA_F06,0.216641,0.775239,0.00812
NA20296,0.216788,0.773139,0.010073
HGDP00950,0.216982,1e-05,0.783008
HGDP00661,0.21721,0.023517,0.759273
NA20332,0.21726,0.778715,0.004025
HGDP00544,0.218521,0.022958,0.75852
HGDP00656,0.220582,0.02529,0.754128
HG02343,0.220999,0.778991,1e-05
HGDP00660,0.22264,0.023997,0.753364
HGDP00655,0.224853,0.024241,0.750906
HG01954,0.224925,0.004289,0.770786
HGDP01243,0.22545,1e-05,0.77454
HG01948,0.226139,0.169159,0.604702
LP6005592-DNA_F03,0.226328,1e-05,0.773662
HG02147,0.227529,0.001211,0.77126
HG01992,0.227857,1e-05,0.772133
HG02278,0.22861,0.009259,0.762131
HGDP00787,0.229223,0.027604,0.743173
NA19729,0.229668,0.010425,0.759906
HGDP00664,0.229966,0.026222,0.743811
HGDP00877,0.2305,0.008092,0.761408
HG01950,0.231751,0.056027,0.712222
NA20362,0.23194,0.766223,0.001837
LP6005443-DNA_E06,0.232999,0.761774,0.005227
HGDP01270,0.235101,0.764889,1e-05
HGDP00788,0.235267,0.023713,0.741021
HGDP01027,0.235382,0.025481,0.739137
HGDP00663,0.236165,0.023237,0.740598
U-150356-6,0.239558,0.206898,0.553544
R-113219-1,0.240339,0.228224,0.531438
NA20359,0.240947,0.759043,1e-05
HG01953,0.241574,0.014069,0.744357
HG02274,0.242012,0.246202,0.511787
HGDP00868,0.243419,0.029033,0.727548
HG02104,0.245991,0.003187,0.750823
HG02334,0.250679,0.749311,1e-05
B-072819-9,0.255839,0.220432,0.523729
NA19834,0.255925,0.744065,1e-05
HG02146,0.257318,1e-05,0.742672
HG01924,0.257824,0.11205,0.630125
HG01997,0.258413,1e-05,0.741577
U-006167-2,0.260874,0.332724,0.406403
NA19735,0.262278,0.017946,0.719776
HG01241,0.262314,0.684703,0.052983
HGDP00861,0.262625,0.034503,0.702872
HG01941,0.263257,0.056961,0.679781
X-135905-0,0.263697,0.192239,0.544064
NA20318,0.267157,0.702354,0.030489
HG02485,0.268306,0.731684,1e-05
NA20282,0.269285,0.7231,0.007616
LP6005442-DNA_F02,0.269391,1e-05,0.730599
NA19713,0.271307,0.728683,1e-05
LP6005443-DNA_D09,0.272033,1e-05,0.727957
NA19707,0.272492,0.71227,0.015238
NA19818,0.272851,0.723188,0.00396
W-155164-8,0.277865,0.214413,0.507722
HG01917,0.279281,0.011717,0.709002
HGDP00552,0.279283,0.042398,0.678319
HGDP00969,0.281887,1e-05,0.718103
HG02008,0.28228,0.011267,0.706453
HGDP00547,0.282585,0.036563,0.680853
HGDP00556,0.28494,0.034437,0.680623
NA19741,0.285186,0.00714,0.707675
HGDP00540,0.285755,0.035702,0.678543
HG02292,0.28749,1e-05,0.7125
HG02299,0.287694,1e-05,0.712296
HGDP00541,0.287921,0.034865,0.677214
NA19819,0.289057,0.709971,0.000973
HGDP00554,0.290022,0.034836,0.675142
HGDP00543,0.290216,0.036891,0.672893
HGDP00550,0.29069,0.035292,0.674018
N-151321-8,0.290716,0.18912,0.520165
HGDP00555,0.290874,0.035774,0.673352
HGDP00548,0.290905,0.035187,0.673908
HG01942,0.292294,0.006429,0.701277
HG02102,0.295232,0.016247,0.688521
NA19914,0.295389,0.700258,0.004353
NA20274,0.295474,0.298237,0.406289
HG01973,0.295516,0.035145,0.669339
HGDP00869,0.295529,0.00957,0.694901
HG02304,0.296354,0.049369,0.654277
HGDP00551,0.296495,0.034141,0.669364
HGDP00553,0.296895,0.033289,0.669816
NA20317,0.297086,0.702904,1e-05
HGDP00545,0.29869,0.034759,0.666551
HGDP00549,0.298726,0.037519,0.663755
NA20126,0.302405,0.691728,0.005867
HG02260,0.302509,0.004089,0.693402
NA19922,0.303925,0.696065,1e-05
HGDP00542,0.304121,0.030391,0.665488
HG02348,0.305532,0.009539,0.684929
L-013322-3,0.308969,0.190097,0.500934
HGDP00546,0.309095,0.035501,0.655404
LP6005443-DNA_C09,0.315762,1e-05,0.684228
HG02301,0.320294,0.006483,0.673223
Y-075723-9,0.320818,0.200868,0.478314
HG01108,0.320946,0.6221,0.056954
NA20351,0.324027,0.669497,0.006475
HG01880,0.326433,0.558132,0.115435
HG02285,0.326922,0.013562,0.659515
HG02003,0.328282,0.003522,0.668196
HG01933,0.331541,0.08756,0.580898
LP6005677-DNA_B02,0.333017,1e-05,0.666973
SS6004478,0.336113,0.054997,0.60889
W-051484-5,0.337285,0.184749,0.477966
SS6004477,0.338779,0.054114,0.607108
HG01945,0.338785,0.008664,0.652551
LP6005677-DNA_A02,0.341235,1e-05,0.658755
HG01892,0.342916,0.054809,0.602275
R-101276-5,0.34438,0.18992,0.465701
HG01977,0.34555,0.006096,0.648355
NA19921,0.345844,0.569104,0.085052
F-058684-4,0.348351,0.168786,0.482862
HG01982,0.350199,0.004311,0.64549
NA19740,0.350795,0.032118,0.617087
HG02262,0.352329,0.006944,0.640727
R-044261-6,0.3559,0.17552,0.46858
HG01932,0.35627,0.000575,0.643155
HGDP00949,0.357057,1e-05,0.642933
NA19758,0.360411,0.017523,0.622066
HG01939,0.36334,0.012407,0.624253
HG01991,0.364393,0.019918,0.615689
HG02002,0.364665,0.002763,0.632573
HG01918,0.365029,0.003046,0.631924
NA20334,0.36548,0.63451,1e-05
HG02006,0.365619,0.378807,0.255574
NA19759,0.367818,0.020455,0.611727
HG01921,0.368335,0.001568,0.630097
HG02286,0.368747,0.007959,0.623293
LP6005443-DNA_H11,0.369611,0.033545,0.596844
HG01971,0.371328,0.156901,0.47177
HG01980,0.375798,0.030794,0.593408
HGDP01302,0.378527,1e-05,0.621463
HGDP00871,0.383815,0.017651,0.598534
HGDP01271,0.387477,0.612513,1e-05
HGDP00876,0.389022,0.01552,0.595459
Q-047050-0,0.389966,0.281458,0.328576
HGDP00953,0.390217,1e-05,0.609773
HG01935,0.391215,0.00595,0.602835
NA19783,0.391709,0.013458,0.594833
NA19785,0.392901,0.051533,0.555566
NA19755,0.39593,0.052663,0.551407
NA19746,0.400076,0.0363,0.563624
NA20342,0.4008,0.592267,0.006934
HGDP00860,0.402631,0.036657,0.560712
J-020403-2,0.40378,0.17362,0.4226
E-046866-2,0.406582,0.164341,0.429078
NA19923,0.406662,0.591542,0.001796
LP6005442-DNA_D09,0.406921,0.581668,0.011411
LP6005442-DNA_E12,0.408131,1e-05,0.591859
HG01979,0.413682,0.010012,0.576306
V-099300-7,0.413685,0.167359,0.418956
NA19720,0.41608,0.053297,0.530623
HG01893,0.418455,0.119534,0.462011
HG01936,0.42053,0.034021,0.545449
LP6005442-DNA_F12,0.420774,1e-05,0.579216
Y-007566-5,0.420896,0.153109,0.425995
Y-129930-5,0.423012,0.153404,0.423585
X-021668-1,0.427675,0.173916,0.398409
G-027896-2,0.427789,0.154296,0.417915
HG02420,0.430735,0.569255,1e-05
HG01976,0.431781,0.01007,0.558149
HG01565,0.432138,0.004729,0.563133
HG02277,0.432302,0.000648,0.56705
HG01965,0.432427,0.083726,0.483847
NA19788,0.433796,0.042591,0.523613
HGDP01304,0.43394,1e-05,0.56605
C-060958-9,0.435986,0.156529,0.407485
P-041460-7,0.437176,0.156598,0.406226
LP6005519-DNA_E05,0.438454,1e-05,0.561536
HG01485,0.438555,0.346007,0.215438
HG02090,0.439422,0.115295,0.445283
Q-136222-7,0.441881,0.141225,0.416893
HGDP01305,0.444567,1e-05,0.555423
HG02089,0.44565,0.019627,0.534723
LP6005443-DNA_A03,0.446631,1e-05,0.553359
NA19762,0.448711,0.061432,0.489857
HG01551,0.4501,0.369112,0.180787
HG01988,0.451437,0.548553,1e-05
HG01462,0.453083,0.285404,0.261513
NA19663,0.453941,0.06134,0.484719
HG02252,0.454386,0.019708,0.525906
HGDP00103,0.45507,1e-05,0.54492
HG01947,0.45785,0.031615,0.510535
HG01571,0.458366,0.005242,0.536393
HG01970,0.459624,0.002609,0.537767
D-074657-1,0.461816,0.147919,0.390266
HG02345,0.462394,0.068501,0.469104
P-053223-5,0.464035,0.133224,0.40274
HGDP00121,0.465401,1e-05,0.534589
LP6005443-DNA_H02,0.46682,1e-05,0.53317
HGDP00099,0.46736,1e-05,0.53263
HG01369,0.467804,0.123007,0.409189
J-079856-4,0.468164,0.151149,0.380687
HGDP00115,0.468786,1e-05,0.531204
NA20314,0.469644,0.002407,0.527949
Z-067624-9,0.469679,0.154067,0.376253
NA19657,0.47099,0.047981,0.481028
HG01242,0.471934,0.49101,0.037055
HGDP00125,0.475407,1e-05,0.524583
HGDP00105,0.475674,1e-05,0.524316
HG02425,0.475681,0.054194,0.470124
Y-049416-2,0.476797,0.144914,0.378289
HGDP00127,0.477181,1e-05,0.522809
HG01342,0.477236,0.348127,0.174637
V-094035-5,0.477313,0.152054,0.370633
NA19681,0.477357,0.049134,0.473509
HGDP00122,0.482794,1e-05,0.517196
HGDP00108,0.48341,1e-05,0.51658
U-019424-1,0.483638,0.136247,0.380115
U-091505-1,0.483724,0.152013,0.364263
D-059096-0,0.484543,0.149777,0.36568
HGDP00109,0.485446,1e-05,0.514544
Z-092374-9,0.48551,0.145695,0.368794
NA19734,0.485515,0.017041,0.497443
D-029558-6,0.486131,0.133511,0.380358
HGDP01299,0.486848,1e-05,0.513142
HGDP01306,0.488242,1e-05,0.511748
NA19726,0.488482,0.011185,0.500334
HGDP00102,0.488741,1e-05,0.511249
NA19717,0.489502,0.039692,0.470805
HG01967,0.490406,0.007371,0.502223
LP6005443-DNA_F04,0.490554,1e-05,0.509436
HGDP01301,0.490718,1e-05,0.509272
B-155493-1,0.49077,0.151664,0.357566
HG02298,0.494051,0.009674,0.496274
HG02312,0.495382,0.005219,0.499399
NA19786,0.495584,0.040792,0.463625
U-067025-9,0.501432,0.146143,0.352425
O-031352-8,0.502517,0.138378,0.359105
N-030721-6,0.505004,0.143481,0.351515
X-109751-9,0.505241,0.155655,0.339104
HG01443,0.505256,0.046247,0.448497
NA19716,0.508641,0.053058,0.438302
HG01578,0.508769,0.011525,0.479705
HGDP00120,0.508917,1e-05,0.491073
HGDP00118,0.50893,1e-05,0.49106
HG01390,0.510061,0.272161,0.217779
HGDP00106,0.510311,1e-05,0.489679
X-037391-0,0.510532,0.141829,0.347638
V-043662-7,0.510813,0.146393,0.342794
NA19654,0.511598,0.057161,0.431241
U-139214-1,0.511699,0.138208,0.350093
HGDP00124,0.513502,1e-05,0.486488
Q-104182-1,0.515627,0.13834,0.346033
NA19761,0.515986,0.049758,0.434256
HG01341,0.51662,0.012564,0.470816
Q-161404-0,0.518589,0.141916,0.339495
NA20278,0.519926,0.480064,1e-05
HGDP01297,0.520949,1e-05,0.479041
C-067069-7,0.521134,0.136639,0.342227
HG01556,0.52352,0.213568,0.262912
U-016742-0,0.524417,0.145771,0.329812
U-091721-3,0.52482,0.133407,0.341773
W-051565-3,0.525172,0.145073,0.329755
HGDP00110,0.525259,1e-05,0.474731
HGDP00175,0.526201,0.42972,0.044079
Y-046185-6,0.52644,0.11881,0.35475
HG01142,0.528076,0.181654,0.29027
HG01461,0.529481,0.178078,0.292441
NA19723,0.529843,0.087816,0.382341
X-015737-2,0.533443,0.131283,0.335274
NA19664,0.533548,0.052861,0.413591
HGDP01300,0.536716,1e-05,0.463274
Y-036546-2,0.538214,0.141843,0.319942
X-141845-0,0.540053,0.131245,0.328702
W-140674-4,0.543103,0.123794,0.333103
X-035735-2,0.544426,0.126053,0.329521
M-102342-3,0.545683,0.125338,0.32898
HG01435,0.547092,0.041376,0.411532
HGDP01303,0.547509,1e-05,0.452481
HG01149,0.548077,0.102328,0.349595
NA19747,0.550472,0.029101,0.420428
NA19756,0.551847,0.060448,0.387705
R-123173-7,0.552034,0.136002,0.311964
LP6005443-DNA_D05,0.55282,1e-05,0.44717
